,Shannon,Fisher,GBP,E2,E3,R2,R3,G1,G2,G3,Ig,Corr_MP2
1,268.2486399,14707.2642,2430.11152,1893.61884,67395.7558,366.623161,380.141602,-181.8162708,140.7022255,496.4910981,3.32158497,-7.189304887
2,268.0569948,14706.33777,2430.852993,1893.75987,67398.8402,366.598252,380.057567,-180.1826433,139.4796515,495.2854853,3.3109118,-7.048824719
3,268.0502467,14706.0864,2431.116131,1893.89391,67405.031,366.592024,380.035605,-179.6306268,138.3862742,495.4672818,3.30818124,-7.009779983
4,268.0696664,14706.19694,2431.060093,1893.64571,67389.0706,366.596154,380.049005,-179.7654933,139.6400945,495.3246195,3.31008482,-7.019412201
5,268.3697921,14706.98787,2430.814329,1893.60384,67392.8144,366.610241,380.098594,-180.6106013,139.9802612,495.5843574,3.31571507,-7.091003592
6,267.8946973,14705.46679,2431.574983,1893.5218,67380.5156,366.579591,379.991434,-178.4488988,139.089754,494.7925601,3.30314102,-6.917316397
7,267.8874653,14705.38392,2431.614105,1893.81022,67397.642,366.572747,379.97028,-178.4054655,138.1278691,494.8073892,3.29981838,-6.909306392
8,268.1230152,14706.2029,2431.255225,1893.60032,67388.6167,366.595231,380.045715,-179.4253876,139.6122886,495.2106993,3.30966422,-6.991357326
9,267.9241519,14705.58019,2431.564607,1893.86432,67399.7298,366.580176,379.994765,-178.6202252,138.1560267,494.5834502,3.30323651,-6.917530147
10,267.9277103,14705.51749,2431.581603,1893.86041,67399.4332,366.57183,379.969403,-178.5348185,138.1914603,494.6635352,3.29910576,-6.916192688
11,268.454547,14707.06919,2430.879778,1893.72326,67401.0598,366.608397,380.094267,-180.6853385,139.691751,495.5190805,3.31463432,-7.094765296
12,268.2811211,14706.67757,2431.013242,1893.83158,67404.9884,366.608543,380.088855,-180.2454587,139.095859,495.3919797,3.315845,-7.058147952
13,267.9379745,14705.62211,2431.428995,1893.75076,67393.1739,366.588922,380.018221,-178.9162681,138.74632,494.9868415,3.308145,-6.955493088
14,268.0214114,14705.56213,2431.271105,1893.63142,67389.2919,366.581475,379.997295,-179.2341224,139.3713888,495.331312,3.30397186,-6.999215025
15,267.7904753,14705.03539,2431.727633,1893.93303,67402.2425,366.571792,379.960421,-178.0734024,137.5480446,494.8430964,3.30065083,-6.885346269
16,268.0871199,14705.87557,2431.368429,1893.70326,67392.7289,366.584195,380.009151,-179.1788702,138.9791978,494.8255695,3.30483482,-6.978591585
17,268.1177414,14705.98553,2431.363022,1893.87512,67405.0986,366.58649,380.015255,-179.2772522,138.2691812,495.216648,3.30604196,-6.984078844
18,268.0871918,14705.92209,2431.359645,1893.69857,67394.0377,366.587319,380.017661,-179.2035128,138.8194553,494.9116057,3.30654555,-6.979431119
19,268.0163173,14705.76184,2431.513622,1893.90155,67403.5085,366.59412,380.033236,-178.8886906,138.135215,494.9203532,3.31090827,-6.951500624
20,267.9619353,14705.59302,2431.475276,1893.76016,67395.0515,366.587965,380.015294,-178.8894751,138.7707432,495.0493949,3.30779555,-6.956447931
21,268.0607229,14705.6514,2431.379027,1893.67744,67391.8107,366.576869,379.985082,-179.1237498,139.030593,494.9856625,3.30140214,-6.983126341
22,267.9008577,14705.29272,2431.566286,1893.82828,67399.1396,366.573907,379.969561,-178.6777212,138.234321,495.085517,3.3011303,-6.950674116
23,267.9085229,14705.28217,2431.808203,1894.0093,67405.1301,366.566908,379.951023,-178.1436639,137.5697709,494.516332,3.29714208,-6.884800679
24,268.279076,14706.44765,2431.083006,1893.86985,67409.2317,366.601309,380.065199,-180.0744387,138.6711098,495.5713614,3.31253065,-7.052949876
25,268.1165082,14706.02627,2431.254985,1893.95154,67410.4879,366.599245,380.053611,-179.718149,138.3087179,495.4734017,3.31257877,-7.029849079
26,267.9815626,14705.43622,2431.742681,1893.86559,67400.6233,366.570833,379.964657,-178.3367474,138.0480548,494.5508031,3.29891982,-6.902914186
27,268.0666888,14705.67095,2431.408957,1893.75021,67397.4994,366.581636,379.998348,-179.1039412,138.773814,495.2580975,3.30403268,-6.982612667
28,268.0624218,14705.71621,2431.422214,1893.78307,67397.2629,366.584587,380.005909,-179.0795,138.709393,495.1290892,3.30571412,-6.976962213
29,268.2264988,14706.35258,2431.168491,1893.79687,67401.5192,366.60103,380.061367,-179.9832398,139.0214532,495.5407144,3.31295139,-7.052120644
30,268.0405484,14705.70958,2431.524296,1893.86417,67401.0613,366.583225,380.002259,-178.8797508,138.356504,494.9590615,3.30499566,-6.95293651
31,268.0089579,14705.4315,2431.768529,1893.85547,67399.5419,366.563941,379.944192,-178.2883558,138.0883993,494.5509619,3.29530551,-6.900459891
32,268.281153,14706.5521,2431.203414,1893.74911,67399.2948,366.606687,380.081448,-179.9098402,139.2473684,495.2317865,3.31531661,-7.034111119
33,267.7955508,14704.77973,2431.88226,1893.98577,67405.1861,366.561851,379.927757,-177.8618688,137.4204756,494.6439569,3.29616535,-6.876942367
34,268.0348423,14705.66815,2431.635367,1894.06124,67413.3834,366.575604,379.979318,-178.626444,137.3147989,494.6659013,3.3012045,-6.92864051
35,268.2931528,14706.45306,2431.209398,1893.68377,67400.9525,366.601322,380.064489,-179.8810168,138.5544529,495.38863,3.3126074,-7.037933313
36,268.0358837,14705.58984,2431.61144,1893.78448,67396.9209,366.582139,379.996649,-178.7243761,138.5068839,494.7884642,3.30499028,-6.944127932
37,268.3675777,14706.58773,2431.141403,1893.77046,67403.8933,366.602124,380.070178,-180.1029989,138.9393648,495.3662835,3.3124573,-7.055544025
38,267.9313787,14705.08654,2431.830221,1893.93687,67406.0367,366.556979,379.919394,-178.0670647,137.3616908,494.5353387,3.29242355,-6.89045713
39,267.8679779,14705.06275,2431.857898,1893.89063,67400.2295,366.56745,379.947945,-177.9590071,137.6777814,494.5652939,3.29839812,-6.87779894
40,267.8327098,14704.90668,2431.914353,1893.82787,67395.4235,366.56373,379.934825,-177.8044749,137.9388294,494.5084848,3.29683117,-6.871353612
41,267.8813575,14705.10817,2431.84152,1893.86091,67399.0576,366.565291,379.94279,-177.9658613,137.7038557,494.5424025,3.29697691,-6.876005813
42,267.9772947,14705.37036,2431.608078,1893.79246,67396.2693,366.577368,379.978263,-178.623991,138.3823625,495.0048326,3.30322053,-6.948565173
43,268.2749479,14706.42141,2431.266506,1893.64833,67392.6269,366.596301,380.048396,-179.7324179,139.4676358,495.0472088,3.31039675,-7.029876469
44,267.819799,14704.83472,2431.867161,1894.07619,67414.9822,366.558726,379.919402,-177.8703468,136.6084825,494.6787566,3.29429581,-6.874636223
45,267.7871279,14704.85699,2432.027149,1893.94256,67402.3098,366.564907,379.937065,-177.6115968,137.2161151,494.3530644,3.29765081,-6.851597561
46,268.0434469,14705.47442,2431.538778,1893.86237,67402.4301,366.577013,379.982048,-178.8947611,138.2546133,495.1808478,3.30206331,-6.96893194
47,268.1265715,14705.69347,2431.481078,1893.80717,67401.8672,366.578011,379.987153,-179.0496388,138.2537534,495.0524467,3.30223316,-6.976709725
48,267.9217353,14705.13496,2431.833184,1893.83037,67397.6937,366.560221,379.929201,-178.0400156,137.9590646,494.5223777,3.29416505,-6.885402552
49,268.0004085,14705.32017,2431.614408,1893.82554,67399.7157,366.572512,379.963534,-178.6308126,138.2720203,494.8630252,3.30082589,-6.948506209
50,268.0578773,14705.36259,2431.58629,1893.64706,67388.6074,366.568245,379.954763,-178.7754886,139.1925054,494.7659864,3.29792866,-6.963258936
51,268.1254289,14705.74777,2431.471387,1893.68316,67393.3909,366.578869,379.989653,-178.9864952,138.853496,494.9753457,3.30265393,-6.973048552
52,268.0108088,14705.64375,2431.641328,1893.72489,67392.7528,366.591159,380.023306,-178.6694648,138.3018981,494.8183323,3.30962561,-6.940572903
53,268.1112988,14705.90543,2431.587797,1893.76181,67396.0077,366.589549,380.022897,-178.9084898,138.7027492,494.8484071,3.30798801,-6.952778406
54,267.9746128,14705.35001,2431.685027,1893.81032,67398.5062,366.576527,379.977974,-178.4697009,138.1485748,494.700752,3.30236551,-6.928989817
55,268.0165629,14705.39641,2431.543309,1893.7388,67394.5798,366.576424,379.97847,-178.7865654,138.6634482,495.0444627,3.30211922,-6.962765689
56,268.0473536,14705.65474,2431.695994,1893.71426,67391.6825,366.585242,380.006045,-178.5711452,138.7150668,494.4400211,3.30659576,-6.92938377
57,268.1895002,14706.03977,2431.235524,1893.78143,67405.0698,366.585401,380.012335,-179.6840081,138.2993038,495.3215909,3.30529997,-7.034607256
58,267.8451872,14704.80784,2431.839976,1893.84917,67398.7744,366.561652,379.929551,-177.9405813,137.8513838,494.6697331,3.29553159,-6.887745547
59,267.877821,14704.76341,2431.914978,1894.02221,67408.0203,366.549267,379.890765,-177.8373075,137.0114258,494.5168866,3.28941666,-6.879732185
60,268.2989178,14706.41,2431.263701,1893.68499,67396.5292,366.597713,380.052289,-179.7714423,139.1399014,495.1297669,3.31111433,-7.03083546
61,268.1012396,14705.65958,2431.526413,1893.81763,67402.6039,366.582627,379.998329,-178.9427938,138.1288304,495.0857893,3.30504506,-6.968765797
62,267.8174378,14704.87122,2431.896479,1893.7998,67395.6452,366.561682,379.929409,-177.7746828,137.9032138,494.4465219,3.29567759,-6.867309252
63,267.9351342,14705.21995,2431.862164,1893.8257,67398.0363,366.563647,379.939232,-178.0122963,137.9349323,494.3924589,3.29584262,-6.879834514
64,268.402544,14706.62569,2431.185299,1893.7108,67397.9852,366.603397,380.073766,-180.0244758,139.3289894,495.2281437,3.31315956,-7.048596662
65,268.0342552,14705.61064,2431.65858,1893.76447,67395.3443,366.584511,380.002804,-178.6029811,138.4918196,494.8085216,3.30628976,-6.937721089
66,268.1083744,14705.58166,2431.583327,1893.77004,67397.2061,366.570726,379.964139,-178.827418,138.4508324,494.8518023,3.29880565,-6.961560258
67,267.8493378,14704.98213,2431.893883,1893.75395,67391.7697,366.562889,379.933514,-177.82505,138.0803603,494.3483785,3.29619217,-6.869948187
68,268.009664,14705.51698,2431.697949,1893.87054,67404.8666,366.579731,379.986964,-178.5373032,137.8071539,494.7076103,3.30427942,-6.930413113
69,268.0807606,14705.74548,2431.577226,1893.7119,67393.6987,366.58665,380.012404,-178.8573681,138.7003119,494.7220944,3.30687545,-6.955767463
70,267.7794837,14704.7151,2431.917973,1893.98666,67408.4191,366.559493,379.920082,-177.6940458,136.784877,494.5306294,3.29505959,-6.86315369
71,267.8770321,14705.04165,2431.897375,1893.86088,67399.5098,366.562104,379.932443,-177.839549,137.5233745,494.4068995,3.29552163,-6.86734893
72,267.9176327,14705.18498,2431.860436,1893.99911,67405.0282,366.56858,379.952754,-177.9756234,137.3529149,494.6246232,3.29862667,-6.873870197
73,268.1802288,14705.96172,2431.520389,1893.72359,67396.6025,366.582463,380.003469,-179.0146862,138.5340643,494.7768217,3.30394502,-6.963523398
74,267.8882379,14705.1329,2431.883017,1893.79496,67396.2228,366.568343,379.950389,-177.8970107,137.9207006,494.3700688,3.29891205,-6.871852597
75,267.9185032,14705.16105,2431.778448,1893.9168,67405.5449,366.568776,379.952146,-178.3175531,137.6119653,494.7642197,3.29886681,-6.919310995
76,268.1416096,14705.78387,2431.589047,1893.72251,67397.6096,366.574733,379.97938,-178.7981533,138.2332953,494.6598749,3.30007765,-6.949055429
77,268.1612534,14705.91983,2431.468045,1893.72081,67397.6009,366.588289,380.017638,-179.2507865,138.7984735,495.074174,3.30755235,-7.000765469
78,267.8703006,14704.80408,2431.858503,1893.90244,67402.5409,366.558084,379.917685,-177.9086512,137.578092,494.72568,3.29392204,-6.885555804
79,268.0961052,14705.60067,2431.587229,1893.85048,67404.3899,366.573498,379.971626,-178.8352844,137.7270135,494.9008336,3.3003849,-6.958606618
80,268.0999969,14705.60521,2431.515885,1893.80111,67396.6131,366.579553,379.98979,-178.971527,138.7222793,494.9315635,3.30341847,-6.972211487
81,268.2663042,14706.22692,2431.333577,1893.67137,67393.1226,366.596203,380.045412,-179.6310775,139.3819133,495.0982713,3.3108862,-7.023896926
82,268.1735864,14705.92724,2431.407967,1893.7109,67397.6488,366.59092,380.024337,-179.3855096,138.7880223,495.2199106,3.30905138,-7.013985173
83,268.025042,14705.44554,2431.665023,1893.88455,67403.7308,366.576377,379.976375,-178.6232268,138.0315071,494.9036822,3.30251176,-6.943671365
84,268.0547192,14705.37407,2431.661373,1893.80794,67400.8166,366.566323,379.947999,-178.5910167,138.1075832,494.7598872,3.29694877,-6.943478836
85,268.10696,14705.5132,2431.585588,1893.80153,67398.1589,366.577472,379.983351,-178.8603089,138.4851641,494.9965123,3.30242195,-6.965243919
86,267.7835148,14704.68085,2431.940306,1893.97634,67405.3294,366.559402,379.91914,-177.6754579,137.1824047,494.6204948,3.29510806,-6.864526494
87,268.2718521,14706.15252,2431.315021,1893.80312,67404.7147,366.584942,380.011578,-179.6915956,138.6758978,495.4020425,3.30502527,-7.036353298
88,267.9089077,14705.10167,2431.902037,1893.86148,67399.8479,366.569085,379.953237,-177.9297828,137.6017944,494.444991,3.29925376,-6.877145842
89,267.9992196,14705.32509,2431.608289,1893.73453,67394.5731,366.572445,379.965429,-178.6053306,138.6021999,494.8345966,3.30028549,-6.944829839
90,267.856297,14704.94291,2431.968744,1893.89474,67398.2892,366.563551,379.933975,-177.723184,137.5432421,494.5203215,3.29672567,-6.862644348
91,268.0279073,14705.41496,2431.66586,1893.93634,67406.8472,366.579982,379.987826,-178.619726,137.7510597,495.0239095,3.30419982,-6.939875468
92,267.9879045,14705.4021,2431.762818,1893.67189,67388.5806,366.57967,379.98759,-178.3570821,138.7563376,494.4103754,3.30403915,-6.916920395
93,268.1190871,14705.73139,2431.609735,1893.75592,67396.7843,366.580449,379.995226,-178.7738348,138.3452985,494.638751,3.30339169,-6.947300298
94,268.0103673,14705.46058,2431.711094,1893.90053,67403.7151,366.574622,379.973936,-178.6043659,138.0997101,494.7405456,3.30121593,-6.937367302
95,267.9787551,14705.14769,2431.877659,1893.92628,67404.2952,366.556918,379.918603,-178.0474159,137.5468306,494.4667357,3.29262171,-6.887933063
96,268.0915155,14705.59954,2431.63998,1893.69522,67393.4633,366.574063,379.972607,-178.6435611,138.5175149,494.5367271,3.30080083,-6.941555688
97,268.1301339,14705.51644,2431.486361,1893.77269,67399.2977,366.569945,379.962614,-178.9371884,138.3803061,495.0063787,3.29801167,-6.974739471
98,268.253458,14706.10854,2431.339973,1893.84488,67403.7192,366.598489,380.051722,-179.6004506,138.7900814,495.342252,3.31203716,-7.021420319
99,268.0359971,14705.55537,2431.709891,1893.87055,67404.2836,366.584677,380.004376,-178.587811,137.8421828,494.9606706,3.3062797,-6.931313389
100,267.9729443,14705.18662,2431.719735,1893.71495,67393.2502,366.578248,379.979542,-178.4736832,138.5406528,494.8816426,3.30397656,-6.94536746
101,267.9125264,14704.77956,2431.907215,1893.86253,67400.422,366.549349,379.891454,-177.883962,137.601051,494.6676848,3.28944205,-6.887958892
102,267.8116267,14704.72955,2431.927697,1893.80702,67397.4352,366.561538,379.925305,-177.7578876,137.5840083,494.5563632,3.29632215,-6.875123583
103,267.9555197,14704.98371,2431.879984,1893.78007,67394.1349,366.553545,379.906656,-177.930676,138.0585906,494.5084271,3.29116694,-6.886828338
104,267.7758558,14704.72527,2432.078191,1893.85511,67395.6251,366.56455,379.934494,-177.4288719,137.4824923,494.3245472,3.29784632,-6.841589926
105,267.9446173,14705.05149,2431.883036,1894.18295,67425.5926,366.561263,379.931315,-178.0594537,135.897304,494.8343996,3.29487374,-6.889398557
106,267.9949659,14705.32296,2431.75695,1893.85909,67401.1237,366.571591,379.963439,-178.4855111,138.0786865,494.7971417,3.29991512,-6.931730186
107,268.2229563,14706.13718,2431.453591,1893.67461,67392.3842,366.598443,380.049845,-179.3105798,139.1347518,494.7694143,3.31241898,-6.997424676
108,268.068725,14705.50547,2431.690955,1893.68528,67390.6885,366.571228,379.963614,-178.6311549,138.9185876,494.6521507,3.29944445,-6.94530773
109,268.0540591,14705.49663,2431.748885,1893.77669,67394.6916,366.575796,379.9782,-178.4582481,138.401792,494.4939713,3.30160056,-6.925142125
110,268.1960213,14706.10787,2431.411889,1893.78531,67398.9849,366.593532,380.036424,-179.4468274,138.9910995,495.0996742,3.30953396,-7.005108052
111,267.8170226,14704.70592,2431.987888,1893.74655,67390.281,366.555205,379.906647,-177.5728581,138.0509221,494.2377155,3.29295798,-6.855434822
112,267.9340572,14704.91049,2431.849051,1893.79565,67394.2374,366.555504,379.914967,-178.0053358,138.0764433,494.449146,3.29161715,-6.896023763
113,267.9554123,14705.28178,2431.749225,1893.71331,67393.4995,366.570725,379.959933,-178.4073881,138.5501076,494.8320956,3.29955871,-6.928181597
114,268.1076214,14705.87626,2431.551307,1893.69113,67394.396,366.590482,380.023696,-179.0952935,138.9798607,494.8003393,3.30882329,-6.98111219
115,267.8614944,14704.87378,2432.019457,1893.78168,67393.4007,366.562053,379.928682,-177.6562811,137.8991327,494.4663932,3.29617156,-6.861505163
116,268.3355171,14706.20352,2431.340671,1893.70776,67398.6569,366.583356,380.008872,-179.7082741,139.0633105,495.231896,3.30388011,-7.039381873
117,268.1320806,14705.72668,2431.612099,1893.80975,67400.4389,366.581139,379.994553,-178.8666218,138.3745473,494.7054346,3.30424274,-6.959767235
118,268.158227,14705.86532,2431.441136,1893.6723,67393.794,366.587686,380.012798,-179.2912802,139.0362587,495.1700795,3.30782139,-7.011065375
119,268.2360737,14706.09199,2431.560875,1893.68962,67391.6389,366.580849,380.000744,-179.0389755,139.0128245,494.7453257,3.30274169,-6.966081651
120,268.0857011,14705.4498,2431.653291,1893.78356,67399.0105,366.565801,379.947071,-178.7377245,138.442921,494.7935336,3.29669999,-6.959797984
121,268.1050424,14705.57034,2431.656279,1893.83535,67403.0665,366.572784,379.97045,-178.7186292,138.2235558,494.8251219,3.29978665,-6.948990686
122,268.1554354,14705.69509,2431.632675,1893.74385,67396.6318,366.565773,379.950467,-178.8351651,138.7059232,494.7313811,3.2959791,-6.959797073
123,268.0728284,14705.56661,2431.699941,1893.88198,67404.8662,366.574951,379.975402,-178.6160485,137.2865078,494.638145,3.30115945,-6.937608162
124,268.2560954,14706.03596,2431.707496,1893.80952,67400.5992,366.577435,379.98887,-178.8495607,138.2883878,494.551731,3.30138182,-6.94793099
125,268.1201475,14705.40696,2431.649127,1893.67989,67393.3365,366.571955,379.964144,-178.5340846,138.3659335,494.7235497,3.30000828,-6.946295714
126,268.0855802,14705.48156,2431.682124,1893.78495,67397.6909,366.566891,379.950534,-178.6355278,138.3702199,494.7943443,3.29717535,-6.948144793
127,267.9518643,14705.1038,2432.020836,1893.87256,67400.2311,366.562573,379.932929,-177.7766076,137.4904486,494.2988565,3.29603629,-6.865958496
128,267.9708478,14705.01739,2431.936179,1893.80018,67397.5098,366.562568,379.932625,-177.9342834,137.9309219,494.4006425,3.29611517,-6.888479833
129,267.9463164,14704.95051,2431.913126,1893.91071,67404.5131,366.562238,379.930717,-177.9757678,137.3855518,494.4846919,3.29623845,-6.895391883
130,268.1797541,14705.96787,2431.502868,1893.76608,67399.9635,366.588387,380.016552,-179.2483654,138.6475526,495.0644257,3.30785792,-7.002566225
131,268.2796875,14706.10038,2431.34902,1893.70699,67398.1312,366.584413,380.010231,-179.5740591,138.9808204,495.120002,3.30459307,-7.026924639
132,268.062141,14705.40856,2431.705393,1893.81049,67401.0478,366.572672,379.96462,-178.57654,138.0501648,494.8378962,3.30079626,-6.945198998
133,268.1995756,14705.93576,2431.584995,1893.7184,67397.2111,366.583733,380.007604,-178.9848981,138.6871989,494.8060493,3.30451393,-6.963228128
134,268.1478232,14705.53822,2431.70761,1893.69652,67393.4542,366.569488,379.95778,-178.6617877,138.7873726,494.6861728,3.29870375,-6.95556686
135,268.020525,14705.36692,2431.862566,1893.71504,67393.2911,366.568909,379.955332,-178.1919912,138.1602247,494.4667949,3.29843383,-6.907596474
136,268.1737623,14705.78542,2431.601061,1893.83119,67404.3407,366.576478,379.983201,-178.8668039,138.012378,494.7379399,3.30127145,-6.956642373
137,268.0713394,14705.3845,2431.684002,1893.74693,67394.0203,366.573324,379.971404,-178.6378223,138.6873672,494.7798561,3.30025949,-6.947501247
138,268.125643,14705.73779,2431.686976,1893.75814,67396.2793,366.582035,380.000695,-178.7575163,138.6117079,494.7416081,3.30412345,-6.944905038
139,267.8204133,14704.58761,2432.08413,1893.74942,67391.7348,366.553655,379.900415,-177.4288772,137.890975,494.4257057,3.29240835,-6.852328573
140,267.9578145,14705.18402,2431.891495,1893.76467,67394.6804,366.561604,379.929994,-178.1262161,138.2327768,494.5778436,3.2953185,-6.907256669
141,268.217544,14705.8308,2431.687057,1893.8783,67403.6557,366.574185,379.976491,-178.8475902,138.2668858,494.7251993,3.3002163,-6.955118617
142,268.2198693,14705.87681,2431.591033,1893.81941,67402.7908,366.573794,379.976063,-178.9161278,138.1225482,494.6908131,3.29983471,-6.958925785
143,268.3025888,14706.19437,2431.604555,1893.78536,67399.9286,366.579239,379.996253,-179.0238397,138.4497165,494.5024379,3.30182605,-6.959628895
144,267.8965954,14704.9309,2432.100923,1893.95847,67403.6739,366.559925,379.924666,-177.5658892,137.2947179,494.4109515,3.29464007,-6.848941878
145,267.9805409,14705.25674,2431.985193,1893.85295,67401.1396,366.563975,379.940133,-177.8479248,137.5910628,494.2474603,3.2961452,-6.865001254
146,268.1393833,14705.88439,2431.793436,1893.78301,67399.4908,366.591697,380.027267,-178.5746013,138.2369876,494.5756395,3.3096042,-6.927846136
147,268.2639817,14706.10155,2431.642979,1893.68255,67393.6421,366.582801,380.004414,-178.9199356,138.8318893,494.618816,3.30415646,-6.955252828
148,268.2338185,14706.06086,2431.686772,1893.77883,67398.4752,366.587179,380.017316,-178.8790711,138.5542166,494.6455188,3.30644289,-6.952233869
149,268.170971,14705.67078,2431.815202,1893.88714,67404.2045,366.56426,379.944085,-178.481583,137.820622,494.3284475,3.29560638,-6.925727529
150,267.8334375,14704.68966,2432.096552,1893.86378,67398.0817,366.559614,379.921545,-177.5628385,137.6058301,494.4662107,3.29498799,-6.855945315
151,268.0031132,14705.25859,2432.004803,1894.07136,67410.9453,366.562557,379.936434,-177.9028322,137.0736809,494.3134825,3.2952808,-6.866908102
152,268.3510764,14706.4356,2431.477701,1893.69509,67395.9783,366.590402,380.032998,-179.4418021,139.1427675,494.8344498,3.30671237,-6.997188362
153,267.8776449,14704.78858,2431.982831,1893.86882,67399.0841,366.556269,379.912445,-177.7478389,137.6691814,494.4406309,3.29303588,-6.872459364
154,268.0234729,14705.42106,2431.705192,1893.73364,67392.5474,366.577994,379.981492,-178.4798369,138.4892231,494.6920915,3.30329081,-6.93065809
155,268.1673209,14705.54528,2431.708316,1893.79483,67399.707,366.560372,379.932218,-178.6570053,138.1331779,494.5322356,3.29355103,-6.951010865
156,268.1235681,14705.49198,2431.766034,1893.66198,67389.8738,366.564017,379.941589,-178.5578212,138.9766393,494.5107596,3.29584667,-6.943685955
157,268.0591111,14705.47175,2431.80594,1893.75362,67395.0328,366.573316,379.967819,-178.352547,138.3001605,494.512632,3.30095464,-6.919787636
158,268.0125973,14705.29431,2431.792758,1893.83953,67399.5552,366.572802,379.966025,-178.4217065,138.1550487,494.7874957,3.30073044,-6.929936126
159,267.8808256,14704.81302,2432.012984,1893.81679,67397.7604,366.563789,379.931714,-177.6668908,137.6476526,494.5135467,3.29756017,-6.869123483
160,267.9119519,14704.90358,2431.990538,1893.87274,67401.4588,366.561679,379.926916,-177.7342478,137.4038491,494.3309862,3.29619888,-6.8692211
161,267.9014942,14704.94116,2432.063971,1894.0072,67407.4925,366.562578,379.932398,-177.7112456,137.0758176,494.2662116,3.29617736,-6.859974129
162,268.220999,14706.03781,2431.57608,1893.76554,67397.8085,366.586697,380.016794,-178.998095,138.6091735,494.8992878,3.30588266,-6.960577668
163,268.0833462,14705.43508,2431.930867,1893.78925,67396.2337,366.570238,379.956415,-178.2192598,138.1398528,494.3991368,3.29976992,-6.915339504
164,268.0755236,14705.40887,2431.77207,1893.90607,67406.46,366.575065,379.972725,-178.5305512,137.7383331,494.8371027,3.30177487,-6.937376306
165,268.0210662,14705.24499,2431.808893,1893.79025,67398.3619,366.565011,379.940629,-178.3061998,138.0722306,494.7344269,3.2970694,-6.927067738
166,267.858404,14704.64137,2432.107673,1893.82071,67396.0609,366.547678,379.885064,-177.4263731,137.526334,494.1829092,3.28887907,-6.847912595
167,268.0089991,14705.27821,2431.769229,1893.93722,67407.4776,366.573853,379.968899,-178.4284507,137.5697335,494.9350404,3.301241,-6.930825678
168,268.086013,14705.43579,2431.785948,1893.88299,67402.5478,366.573323,379.968278,-178.4717047,138.0408209,494.7351612,3.30076574,-6.92994858
169,268.1541109,14705.34427,2431.713612,1893.69963,67396.7591,366.572654,379.966084,-178.635805,138.4219196,494.5127944,3.3005725,-6.958964417
170,268.0927213,14705.4302,2431.892286,1893.80706,67400.2477,366.564227,379.940416,-178.2273784,137.759356,494.4019463,3.29624382,-6.91092542
171,268.1578421,14705.59877,2431.64257,1893.79067,67400.9588,366.574914,379.975817,-178.7962464,138.4054333,494.8328597,3.30098932,-6.958983169
172,267.9454994,14704.89504,2432.017568,1893.82076,67397.8158,366.552742,379.903245,-177.6937377,137.7160221,494.3980295,3.29093193,-6.868083104
173,267.9539161,14704.96867,2432.068354,1893.88178,67402.1582,366.559291,379.922436,-177.7444803,137.5199273,494.0465558,3.29462275,-6.866161267
174,268.1643245,14705.51442,2431.646326,1893.80338,67403.7416,366.571568,379.967557,-178.8066219,137.2904962,494.8843829,3.29906874,-6.963099219
175,268.0045972,14705.35182,2431.825553,1893.73552,67393.5976,366.576786,379.97462,-178.3453635,138.531326,494.648797,3.30343608,-6.924066714
176,268.0300947,14705.44013,2431.901492,1893.9545,67406.9572,366.579082,379.981987,-178.2222558,137.4643703,494.6774794,3.30441865,-6.906146795
177,268.0026978,14705.24735,2431.858592,1893.90925,67405.1101,366.569772,379.955,-178.2387161,137.6423968,494.5588453,3.29955356,-6.913972958
178,268.1704376,14705.79584,2431.710007,1893.77371,67399.2653,366.577512,379.986961,-178.7161379,138.2632314,494.6622633,3.30170835,-6.941229486
179,268.1801468,14705.84344,2431.661501,1893.82332,67399.3135,366.581988,380.002016,-178.8587603,138.4313163,494.7983904,3.30375977,-6.9532411
180,268.01068,14705.14929,2432.038469,1893.90041,67402.2605,366.556944,379.917403,-177.7640054,137.3786263,494.1204136,3.29285633,-6.862491443
181,267.9002019,14704.85958,2431.999743,1893.9109,67401.7423,366.56151,379.925655,-177.6926502,137.3989301,494.1402834,3.29630562,-6.865432751
182,267.9651558,14705.18761,2431.935988,1893.79739,67394.4821,366.573238,379.963132,-178.0603775,138.1095159,494.5165357,3.30171078,-6.900832381
183,267.8899951,14704.78247,2432.00639,1893.81151,67397.971,366.558824,379.920255,-177.7003783,137.7240652,494.5418064,3.2943031,-6.871435972
184,268.1956,14705.8425,2431.59658,1893.81222,67403.1688,366.579954,379.99228,-179.0588178,138.208105,494.8927427,3.30331877,-6.98392474
185,267.9437964,14704.8953,2432.07814,1893.89917,67401.2034,366.551093,379.897946,-177.5801798,137.4621317,494.1314078,3.29016133,-6.854946833
186,268.0149513,14705.37698,2431.883871,1893.88683,67401.0012,366.57714,379.976428,-178.3258761,138.0886026,494.6299967,3.30337399,-6.915758716
187,268.0930605,14705.4943,2431.820298,1893.83278,67401.4224,366.576962,379.975851,-178.4040645,137.9074062,494.5762388,3.30332605,-6.927377914
188,268.2657287,14706.04063,2431.477606,1893.64593,67392.7776,366.580232,379.997391,-179.3105355,139.182396,495.0869502,3.30261123,-7.005728795
189,268.1499805,14705.5748,2431.638569,1893.81123,67400.4789,366.576485,379.982533,-178.7998913,138.3246292,494.9234157,3.30151331,-6.96019014
