,Shannon,Fisher,GBP,E2,E3,R2,R3,G1,G2,G3,Ig,Corr_MP2,MP2,Corr_CCSD,CCSD,Corr_CCSD(T),CCSD(T),RHF
1,45.09178272,2760.483242,411.2614977,488.333094,42018.0863,62.8135011,68.0932151,-1.77941953,-12.70649014,63.52377371,1.54504813,-1.345492549,-457.6563886,-1.3822189,-457.693115,-1.416750315,-457.7276464,-456.3108961
2,46.09405154,2763.74129,411.8912392,488.245767,42024.5456,62.8439191,68.1459069,-1.82417416,-12.337407,60.10204842,1.5684593,-1.340493669,-457.661389,-1.3778681,-457.6987635,-1.41131682,-457.7322122,-456.3208954
3,45.65591617,2760.789007,411.4265895,488.25759,42030.2541,63.0056665,68.7204978,-1.62181664,-14.11673567,63.46505746,1.63805125,-1.35245359,-457.6335822,-1.3882336,-457.6693622,-1.423408682,-457.7045373,-456.2811286
4,45.37370294,2759.929432,411.2728442,488.187895,42010.5289,62.5599497,67.3143109,-1.35178017,-10.89707172,62.08853125,1.41362461,-1.350548871,-457.655007,-1.3864681,-457.6909262,-1.421649254,-457.7261074,-456.3044582
5,45.94527689,2761.823224,411.6374249,488.247269,42032.197,62.6901215,67.6705448,-1.58277382,-11.51577195,60.96976504,1.49037545,-1.347047943,-457.6565518,-1.3836769,-457.6931807,-1.417967634,-457.7274715,-456.3095038
6,46.40179678,2763.827669,412.0086444,488.222984,42033.2225,62.8944781,68.2920093,-1.64475379,-12.80152994,59.74070365,1.59606997,-1.343842375,-457.6533027,-1.3807402,-457.6902006,-1.414423525,-457.7238839,-456.3094604
7,44.89394456,2758.556213,410.9967625,488.274501,42012.3728,62.7331093,67.8472448,-1.43157201,-12.54175802,64.52872052,1.50028889,-1.352004369,-457.6510156,-1.3877567,-457.6867679,-1.423223751,-457.722235,-456.2990113
8,44.88274852,2758.909714,411.0125699,488.270849,42011.0393,62.7446258,67.8677608,-1.5534409,-12.54967697,64.51372063,1.50977811,-1.351175087,-457.6374776,-1.3874418,-457.6737443,-1.422861002,-457.7091635,-456.2863025
9,45.5819644,2761.252754,411.5048212,488.252084,42018.9492,62.5533493,67.2715336,-1.42602886,-10.44228011,60.8568958,1.41623497,-1.347309194,-457.6551896,-1.3835609,-457.6914413,-1.418117103,-457.7259975,-456.3078804
10,45.45752771,2761.056342,411.5197248,488.219394,42002.7295,62.715839,67.7894755,-1.19479125,-11.67796539,61.19757369,1.50223985,-1.341894903,-457.6330434,-1.3788719,-457.6700204,-1.412849664,-457.7039981,-456.2911485
11,45.01735937,2759.120896,411.2694869,488.265895,41998.0403,62.6120248,67.4531874,-1.00117508,-11.93801201,62.78225796,1.44687152,-1.344627338,-457.6646347,-1.3799324,-457.6999398,-1.414239237,-457.7342466,-456.3200074
12,45.39048448,2760.921446,411.3836469,488.298939,42024.1581,62.5346407,67.2194704,-1.63809952,-10.28220053,61.51466266,1.40795449,-1.347591058,-457.6596268,-1.3837018,-457.6957376,-1.418142063,-457.7301778,-456.3120357
13,45.69138687,2760.423475,411.5618868,488.143081,41998.7385,62.7336368,67.8275457,-0.87827692,-12.32309519,61.32142053,1.51074744,-1.343990875,-457.6546307,-1.3803258,-457.6909656,-1.414426309,-457.7250661,-456.3106398
14,44.99634438,2759.04064,411.0457753,488.244779,42012.3881,62.7166354,67.8026175,-1.50883651,-12.59625932,64.13108274,1.49022838,-1.353420963,-457.6581197,-1.3888053,-457.6935041,-1.424525265,-457.729224,-456.3046988
15,45.5575874,2761.079278,411.4339892,488.258182,42023.9786,62.7190393,67.8161691,-1.63215611,-11.55797404,61.98719714,1.49483587,-1.350273908,-457.6277143,-1.3867076,-457.664148,-1.421821464,-457.6992619,-456.2774404
16,45.87524421,2760.377174,411.6911937,488.08413,41988.7625,62.6072247,67.4408266,-0.49624637,-10.9309896,59.88429814,1.45012752,-1.341230973,-457.6318434,-1.3779354,-457.6685478,-1.411740561,-457.702353,-456.2906124
17,45.59988931,2760.454676,411.4911535,488.176809,42005.528,62.8952144,68.3852582,-1.06290304,-12.59091968,62.00321549,1.58806088,-1.345502117,-457.6421121,-1.382106,-457.678716,-1.416438499,-457.7130485,-456.29661
18,45.90427128,2761.185978,411.5768288,488.159075,42019.2295,62.7893466,67.9972756,-1.40351206,-12.54474051,61.67483856,1.53641323,-1.347537443,-457.6433001,-1.3842178,-457.6799805,-1.418819276,-457.7145819,-456.2957626
19,45.202039,2758.089582,411.1540263,488.087185,41984.7766,62.6348295,67.5476323,-0.75999047,-12.25091718,63.22159662,1.45418814,-1.349214323,-457.6216716,-1.3853917,-457.657849,-1.42075052,-457.6932078,-456.2724573
20,45.02997701,2759.055502,411.0588931,488.295615,42022.3955,62.5657502,67.329048,-1.63584308,-11.1773862,63.81920373,1.41551152,-1.354771466,-457.6229587,-1.3905297,-457.658717,-1.426332774,-457.6945201,-456.2681873
21,46.24111204,2763.281516,411.7915612,488.257951,42046.3553,62.5027895,67.1196996,-1.9470005,-9.53787204,59.325136,1.38959582,-1.350091071,-457.640567,-1.3867373,-457.6772133,-1.421322089,-457.711798,-456.2904759
22,45.45615281,2760.274296,411.3297549,488.195482,42012.7547,62.9812413,68.6684185,-1.41691093,-14.36958087,63.63124812,1.62391278,-1.348809959,-457.6429776,-1.3850872,-457.6792548,-1.420123559,-457.7142912,-456.2941676
23,44.74960728,2757.379109,410.7946713,488.209858,42006.1056,62.6119269,67.5268128,-1.34179739,-12.24213861,65.19096825,1.42547918,-1.355621329,-457.6797943,-1.3904022,-457.7145752,-1.426597658,-457.7507706,-456.3241729
24,44.71202838,2757.938209,410.948056,488.239741,41996.3213,62.8407617,68.1819192,-1.07846171,-13.75738125,65.02694478,1.55736068,-1.348025877,-457.6743751,-1.3839437,-457.710293,-1.418978021,-457.7453273,-456.3263492
25,44.37677941,2757.752295,410.6341632,488.306623,42012.6186,62.5946767,67.4538478,-1.66521985,-11.57964775,65.39159508,1.4248754,-1.355204973,-457.6591477,-1.3910971,-457.6950398,-1.427366218,-457.7313089,-456.3039427
26,45.00478814,2758.396417,411.0001011,488.1788,42002.292,62.6386006,67.6074901,-1.30646174,-12.23855422,64.12715813,1.44150111,-1.351967657,-457.6883031,-1.3873263,-457.7236617,-1.422927765,-457.7592632,-456.3363354
27,45.5586583,2761.015272,411.4783215,488.196945,42007.8559,62.7598907,67.9390043,-1.33070826,-11.81188765,61.60995667,1.51846285,-1.344555747,-457.6708968,-1.3813802,-457.7077212,-1.415741719,-457.7420827,-456.326341
28,45.10968589,2759.372566,411.174388,488.245467,42007.7546,62.6278165,67.5791226,-1.18398164,-11.29591101,62.55715028,1.44098373,-1.347220132,-457.6797449,-1.3831036,-457.7156284,-1.417919551,-457.7504443,-456.3325247
29,45.19328531,2759.855701,411.2409241,488.272157,42014.9752,62.6069633,67.459142,-1.28409177,-11.08919764,62.28002056,1.43651951,-1.348421109,-457.6751458,-1.3841533,-457.710878,-1.419015701,-457.7457404,-456.3267246
30,45.11326319,2759.510747,411.1488501,488.259353,42013.5935,62.7593713,67.9378451,-1.38971559,-12.51269868,63.52137639,1.51338014,-1.348593087,-457.6721501,-1.3846539,-457.7082109,-1.419589166,-457.7431462,-456.323557
31,45.45574995,2761.101825,411.4543769,488.24483,42011.8069,62.8844807,68.3515244,-1.29684662,-12.87982991,61.99389495,1.57942478,-1.343586851,-457.6785499,-1.3801797,-457.7151427,-1.414307576,-457.7492706,-456.334963
32,44.79224454,2757.975377,410.9451856,488.224203,42000.0595,62.7695719,68.0129007,-1.13035601,-12.99294164,64.72857455,1.51159375,-1.350283984,-457.6789066,-1.385675,-457.7142976,-1.420988851,-457.7496114,-456.3286226
33,45.00298371,2758.329678,411.0104423,488.185213,42002.2964,62.5431031,67.3168431,-1.05423072,-10.98768366,63.19604916,1.39520657,-1.349408545,-457.6813145,-1.3850908,-457.7169967,-1.420347431,-457.7522534,-456.3319059
34,45.17095043,2759.420203,411.168026,488.243834,42013.8984,62.7102154,67.7614321,-1.25681283,-12.31827035,63.19942531,1.49141108,-1.348948985,-457.6819321,-1.3847995,-457.7177827,-1.419762734,-457.7527459,-456.3329832
35,45.10952705,2759.102255,411.1090936,488.242794,42013.4022,62.7759504,67.9994341,-1.43656604,-13.02089471,64.15688994,1.51825167,-1.350370418,-457.6920109,-1.3857605,-457.7274009,-1.420918492,-457.762559,-456.3416405
36,45.52694046,2760.762068,411.4518551,488.179406,42003.6847,62.7882874,67.9971675,-1.31532256,-12.57249858,62.09317524,1.53664566,-1.343640509,-457.676278,-1.3805087,-457.7131461,-1.414690219,-457.7473277,-456.3326374
37,45.12996079,2759.398421,411.1938196,488.256369,42010.9777,62.8507554,68.2482005,-1.32031414,-13.39991653,63.81113819,1.55913363,-1.348472779,-457.6699918,-1.3842381,-457.7057571,-1.419118446,-457.7406374,-456.321519
38,44.61157995,2758.034381,410.8246006,488.282424,42009.3145,62.6298265,67.5363219,-1.49275574,-12.14928426,65.01331637,1.44436709,-1.352169271,-457.6747408,-1.3876564,-457.710228,-1.423332988,-457.7459045,-456.3225715
39,44.97525169,2758.257274,411.0043668,488.20222,42005.4225,62.6865705,67.7108101,-1.31872509,-12.68773964,64.62286513,1.47558093,-1.352304047,-457.6817041,-1.3875283,-457.7169283,-1.423036468,-457.7524365,-456.3294
40,44.84884094,2758.810436,410.9965329,488.287543,42012.0503,62.6389739,67.5857735,-1.45962912,-11.89768817,64.0679607,1.44509501,-1.349444451,-457.683127,-1.3851782,-457.7188607,-1.420358199,-457.7540407,-456.3336825
41,44.83566997,2758.311182,410.9667037,488.209915,41999.0888,62.8474229,68.223795,-1.26618203,-13.72333213,64.98515188,1.55333002,-1.349334037,-457.690885,-1.3849286,-457.7264796,-1.420108099,-457.7616591,-456.341551
42,45.06009707,2759.254864,411.1193935,488.250576,42011.2103,62.5442282,67.2896924,-1.40271262,-10.98343271,63.00389336,1.40073163,-1.349529003,-457.6685643,-1.3852225,-457.7042579,-1.420306447,-457.7393418,-456.3190353
43,45.31700438,2759.71631,411.218427,488.196762,42012.5116,62.6566031,67.6465282,-1.36077538,-11.49872588,62.72040793,1.45746255,-1.350712844,-457.6780003,-1.3864502,-457.7137377,-1.421646932,-457.7489344,-456.3272875
44,45.22428348,2759.025897,411.1671109,488.17388,42004.4728,62.650105,67.6271611,-1.19860482,-12.09609547,63.24732247,1.4541892,-1.351007709,-457.6834386,-1.3864507,-457.7188816,-1.421673352,-457.7541042,-456.3324308
45,44.88710414,2758.226024,410.9313522,488.203418,42004.4131,62.7172413,67.7926639,-1.30833568,-12.67969885,64.60977093,1.49208256,-1.351831924,-457.6780055,-1.3876707,-457.7138444,-1.423190835,-457.7493645,-456.3261736
46,45.18347832,2759.036569,411.1951441,488.177284,41999.6571,62.6122477,67.4950747,-1.00272158,-11.47316254,62.60065182,1.43820474,-1.348283392,-457.6748983,-1.3841086,-457.7107235,-1.419001816,-457.7456167,-456.3266149
47,44.83773195,2757.586598,410.9058202,488.201623,42002.4741,62.5980666,67.4299321,-1.18516548,-12.30681678,64.72122089,1.42943642,-1.353738923,-457.6876205,-1.3886365,-457.7225181,-1.424368058,-457.7582497,-456.3338816
48,45.3229441,2760.164869,411.2554596,488.2197,42014.7979,62.7126434,67.7978093,-1.55990861,-12.13448435,62.89820381,1.49066913,-1.351176378,-457.6589219,-1.3871521,-457.6948976,-1.422406138,-457.7301516,-456.3077455
49,45.33773927,2759.357833,411.2072436,488.158569,42006.7752,62.5336175,67.2189554,-1.29974996,-10.96685643,62.57635036,1.3997893,-1.35084594,-457.681334,-1.3866162,-457.7171042,-1.421781238,-457.7522693,-456.3304881
50,45.00563766,2758.352066,411.0052671,488.20589,42007.1187,62.4964993,67.1302548,-1.08773759,-10.79335838,63.12416132,1.3766541,-1.350965713,-457.6876803,-1.3864908,-457.7232053,-1.421880049,-457.7585946,-456.3367146
51,45.2919621,2759.413094,411.1998799,488.214411,42013.2042,62.7094285,67.7925425,-1.22628526,-12.26885823,63.00065477,1.48732927,-1.34964009,-457.6714377,-1.385531,-457.7073287,-1.420615121,-457.7424127,-456.3217976
52,45.17907482,2759.067525,411.1841716,488.215878,42007.8561,62.7598478,67.9730752,-1.21085174,-12.99380745,63.69376232,1.5078493,-1.349741497,-457.6823703,-1.3848803,-457.7175091,-1.419977483,-457.7526063,-456.3326288
53,45.40496373,2760.595445,411.3614554,488.221536,42010.3428,62.6589322,67.633972,-1.39899025,-11.29966036,61.8378027,1.46448483,-1.345071794,-457.663904,-1.3819332,-457.7007654,-1.416401489,-457.7352337,-456.3188322
54,44.76406124,2758.107157,410.9628368,488.234144,41998.1938,62.8533806,68.227297,-1.25163646,-13.86061605,65.24649046,1.56045951,-1.348698403,-457.6708285,-1.3845221,-457.7066522,-1.41974523,-457.7418753,-456.3221301
55,45.12231036,2759.842022,411.2354305,488.247754,42005.5315,62.6411639,67.5346172,-1.34424245,-11.60443809,62.63510692,1.46177644,-1.344554764,-457.668836,-1.3811125,-457.7053937,-1.415594545,-457.7398758,-456.3242812
56,45.36477121,2760.629878,411.4110484,488.261496,42011.2408,62.8374013,68.1961936,-1.44786392,-12.98051725,62.70887481,1.55197048,-1.344040968,-457.6678683,-1.3803641,-457.7041914,-1.414582089,-457.7384094,-456.3238273
57,44.66780248,2758.561624,410.9099687,488.35134,42018.7752,62.6821459,67.6680699,-1.53685638,-12.61062789,64.80138445,1.47702864,-1.35059141,-457.6654789,-1.3864743,-457.7013618,-1.421873868,-457.7367614,-456.3148875
58,44.18710048,2755.779507,410.5680044,488.248056,41989.7202,62.475221,67.0803234,-0.94599121,-11.25773708,65.6723974,1.36131901,-1.353893825,-457.6748565,-1.3885653,-457.709528,-1.424598306,-457.745561,-456.3209627
59,44.92673855,2757.687388,410.9705562,488.187996,42000.0161,62.7548656,67.9826427,-1.02110524,-13.47566006,64.79006768,1.49738837,-1.353243125,-457.6810007,-1.3878236,-457.7155812,-1.423617912,-457.7513755,-456.3277576
60,44.350296,2756.127089,410.5597446,488.25028,42004.6585,62.6642007,67.6862494,-1.28651556,-12.94031129,66.77836436,1.45398831,-1.358345327,-457.6856788,-1.392775,-457.7201085,-1.429364539,-457.756698,-456.3273335
61,45.05947499,2759.500584,411.1165369,488.296983,42019.4488,62.6700098,67.6566215,-1.49593554,-12.0123239,63.45552278,1.46558344,-1.350613803,-457.6905089,-1.3862301,-457.7261252,-1.421465703,-457.7613608,-456.3398951
62,45.0283274,2759.534001,411.0981812,488.266947,42014.3966,62.8347836,68.1634307,-1.55538557,-13.23308694,64.13057654,1.55313734,-1.348798507,-457.6732664,-1.385138,-457.7096059,-1.420195909,-457.7446638,-456.3244679
63,45.43054888,2759.496954,411.325953,488.116699,41993.9282,62.5731355,67.3746673,-0.9807112,-10.79535775,61.69809056,1.41859988,-1.3462868,-457.6675966,-1.3826408,-457.7039506,-1.417346648,-457.7386564,-456.3213098
64,45.1945547,2758.689844,411.1036166,488.194961,42010.2809,62.7123956,67.7937683,-1.30123186,-12.44747532,63.97345622,1.48637661,-1.352765524,-457.6803519,-1.3880285,-457.715615,-1.423486358,-457.7510728,-456.3275864
65,44.93288023,2758.84264,410.9529556,488.272178,42021.1147,62.6656143,67.6821555,-1.5357711,-11.97307116,64.13162385,1.45678682,-1.354538756,-457.6806564,-1.3899716,-457.7160893,-1.425847579,-457.7519653,-456.3261177
66,45.10669455,2759.023551,411.1205619,488.207289,42006.9531,62.5838884,67.3757055,-1.26588087,-11.44575272,63.10431592,1.42721749,-1.349856794,-457.6764323,-1.3856912,-457.7122667,-1.42082507,-457.7474006,-456.3265755
67,44.90326476,2758.284949,411.03675,488.187777,41992.749,62.6611165,67.6367962,-1.01820761,-12.16629526,63.70934117,1.46551005,-1.347168676,-457.6791459,-1.3830472,-457.7150244,-1.417910102,-457.7498873,-456.3319772
68,44.91865389,2758.944598,411.1096323,488.249916,42001.4128,62.5629112,67.3422667,-1.16723923,-10.92816435,62.88041437,1.41297668,-1.346992698,-457.6670204,-1.3831455,-457.7031732,-1.418044184,-457.7380719,-456.3200277
69,45.16391932,2758.838111,411.0990851,488.168482,42003.4671,62.663068,67.638783,-1.2763795,-12.16354476,63.65102096,1.46375236,-1.349952639,-457.6729902,-1.3859756,-457.7090132,-1.421220165,-457.7442577,-456.3230375
70,45.18284679,2758.313368,411.0302915,488.188352,42015.6672,62.7207609,67.8346101,-1.39283825,-13.19832367,64.72950794,1.48533177,-1.356530926,-457.6886501,-1.39108,-457.7231993,-1.427023232,-457.7591425,-456.3321192
71,45.14178819,2758.645614,411.0488337,488.198674,42013.0603,62.9050143,68.4107676,-1.43275894,-14.03796845,65.06445316,1.58139008,-1.35386823,-457.6729943,-1.3892984,-457.7084244,-1.424954539,-457.7440806,-456.319126
72,44.52602252,2756.33864,410.7018545,488.194172,41994.3184,62.5344998,67.2397451,-1.03907786,-12.00720033,65.52505981,1.39633471,-1.355913537,-457.6792388,-1.3904876,-457.7138129,-1.426645298,-457.7499706,-456.3233253
73,45.15336498,2759.246993,411.1144152,488.221001,42012.9445,62.5862093,67.3902007,-1.45771228,-11.75676645,63.37682626,1.4231304,-1.352102657,-457.670522,-1.3877001,-457.7061195,-1.423174062,-457.7415934,-456.3184194
74,44.6275648,2757.063206,410.7735263,488.258021,42006.7584,62.6962545,67.760763,-1.28445272,-13.17030008,65.88481404,1.47396218,-1.355691237,-457.6844446,-1.39032,-457.7190733,-1.426382165,-457.7551355,-456.3287533
75,45.02829721,2758.506134,411.127311,488.18564,41993.9149,62.5141438,67.1875043,-0.88238384,-11.0296465,62.65174029,1.38761332,-1.347376041,-457.6794867,-1.3830257,-457.7151364,-1.417916141,-457.7500268,-456.3321107
76,44.63421847,2757.651998,410.8370388,488.249362,42002.915,62.5875052,67.4120902,-1.30508299,-12.10332211,64.89603043,1.42094365,-1.35265768,-457.6833459,-1.3876739,-457.7183621,-1.423430771,-457.754119,-456.3306882
77,44.80337739,2757.22647,410.8438762,488.207863,42006.5244,62.5456625,67.3116753,-1.1321405,-11.50561459,64.59059784,1.3945009,-1.356713827,-457.6832274,-1.3912506,-457.7177642,-1.4273682,-457.7538817,-456.3265135
78,44.950822,2758.10843,410.9470228,488.252504,42016.5608,62.5756656,67.3887721,-1.38734837,-11.84512201,64.404094,1.41009821,-1.355475194,-457.6930039,-1.3901162,-457.7276449,-1.426005829,-457.7635345,-456.3375287
79,45.03509692,2758.933799,411.0751615,488.223023,42007.4721,62.7375397,67.8937028,-1.34127795,-12.69399747,63.96959298,1.49737771,-1.350152285,-457.6762791,-1.3857049,-457.7118317,-1.420911569,-457.7470384,-456.3261268
80,44.26458435,2756.242024,410.6571704,488.230097,41983.848,62.7633964,67.954365,-0.98007456,-13.71904079,66.5332745,1.51698053,-1.347793822,-457.65003,-1.3839754,-457.6862116,-1.419269913,-457.7215061,-456.3022362
81,44.94712714,2758.127536,411.0550269,488.182073,41993.5538,62.6700101,67.6646147,-0.97647432,-12.45919461,63.84822661,1.46624329,-1.349201535,-457.670582,-1.3846253,-457.7060058,-1.419752742,-457.7411332,-456.3213805
82,44.9872829,2759.118399,411.0064103,488.270669,42019.3743,62.5890055,67.4112079,-1.58112647,-11.15354083,63.54345327,1.42584276,-1.352618386,-457.6643093,-1.3885548,-457.7002457,-1.424126595,-457.7358175,-456.3116909
83,45.05511278,2758.683792,410.966731,488.241875,42023.4193,62.7602109,67.9789399,-1.65058333,-13.03852997,64.98785506,1.50380668,-1.357398569,-457.6796732,-1.3921744,-457.714449,-1.42833781,-457.7506124,-456.3222746
84,44.85199467,2758.857836,410.9338387,488.312076,42024.8585,62.6678669,67.7075962,-1.6859638,-12.1050138,64.54403297,1.45397485,-1.355991218,-457.6878568,-1.3906448,-457.7225103,-1.426598108,-457.7584636,-456.3318655
85,45.21058292,2760.715476,411.2560733,488.299438,42022.5365,62.5969289,67.4109444,-1.72676044,-10.64328195,62.21044146,1.43405393,-1.348712288,-457.6767648,-1.3850047,-457.7130572,-1.419857193,-457.7479097,-456.3280525
86,44.21271724,2756.198188,410.6671263,488.2841,41990.5982,62.3973741,66.7952792,-1.03425118,-10.62357423,65.10651025,1.33079513,-1.351487854,-457.6600287,-1.3867097,-457.6952505,-1.422357104,-457.730898,-456.3085408
87,44.4355982,2756.06283,410.6926547,488.178457,41982.2247,62.567301,67.3336243,-0.91768177,-12.02606297,65.60257009,1.41506172,-1.35047357,-457.6760217,-1.3860945,-457.7116427,-1.421607299,-457.7471554,-456.3255481
88,45.09174262,2759.73609,411.1562175,488.254385,42012.705,62.6712893,67.6373367,-1.48895266,-11.6698927,63.10971453,1.47361089,-1.349221337,-457.6687424,-1.3855504,-457.7050716,-1.42058823,-457.7401093,-456.3195211
89,45.27262684,2759.914782,411.2385265,488.230915,42014.2171,62.6434423,67.5807838,-1.48633229,-11.78190267,62.87528538,1.45626446,-1.349790361,-457.6828563,-1.3857672,-457.7188331,-1.420793285,-457.7538593,-456.333066
90,44.88983478,2758.293747,410.9443559,488.212681,42005.1088,62.827055,68.1792289,-1.34982327,-13.61588454,65.03726993,1.53979476,-1.352804772,-457.6670782,-1.3882984,-457.7025718,-1.424002757,-457.7382762,-456.3142734
91,44.34869711,2755.417348,410.6426646,488.174346,41980.2205,62.7071756,67.8075489,-0.59329225,-14.24638264,66.53213552,1.47570764,-1.354584022,-457.692142,-1.3884697,-457.7260277,-1.424608016,-457.762166,-456.337558
92,44.90248763,2758.093731,410.9693559,488.204761,42003.5132,62.4847914,67.1228275,-1.02885623,-10.85466546,63.29013579,1.36532454,-1.352529506,-457.6811917,-1.3874484,-457.7161106,-1.42310452,-457.7517667,-456.3286622
93,44.47816609,2756.555817,410.6914592,488.246839,42002.2961,62.7869514,68.0632682,-1.17247755,-13.9388227,66.55890246,1.51580523,-1.356691104,-457.6847906,-1.3909402,-457.7190397,-1.427171799,-457.7552713,-456.3280995
94,44.33974317,2756.176502,410.592934,488.252143,42002.0156,62.4496878,67.0100346,-1.07324243,-11.62959606,65.5621666,1.34349427,-1.358707819,-457.6803566,-1.3927303,-457.7143791,-1.429401098,-457.7510499,-456.3216488
95,44.78254619,2757.533689,410.941046,488.198968,41993.6352,62.6556861,67.6030139,-0.93880603,-12.52524886,64.42828886,1.45955704,-1.350594914,-457.6738174,-1.3858861,-457.7091086,-1.421304046,-457.7445265,-456.3232224
96,44.71869102,2756.89645,410.8008217,488.182507,41998.2631,62.6029896,67.449348,-1.08161608,-12.7204433,65.28258073,1.42813927,-1.354807246,-457.6830984,-1.3896841,-457.7179752,-1.425700066,-457.7539912,-456.3282912
97,44.13006489,2755.363044,410.4284331,488.2388,41998.797,62.6331643,67.5947145,-1.17720306,-12.97002566,67.21986327,1.4343134,-1.359400045,-457.6713305,-1.3936038,-457.7055342,-1.430509854,-457.7424403,-456.3119304
98,45.2049796,2757.77722,411.1225906,488.10063,41988.916,62.7380396,67.9068745,-0.67293409,-13.47248758,63.90026437,1.49443244,-1.348733908,-457.6915174,-1.3839476,-457.7267312,-1.419043714,-457.7618272,-456.3427835
99,44.19548573,2754.672767,410.5333318,488.1188,41967.5471,62.6626739,67.6341375,-0.56649651,-13.56354399,66.93152706,1.46180614,-1.352828708,-457.6700415,-1.3877923,-457.7050051,-1.423761522,-457.7409743,-456.3172127
100,44.78304385,2758.620207,410.9904814,488.264954,42003.7154,62.7828132,67.9769472,-1.43939294,-13.3493931,64.91885376,1.52837106,-1.348312838,-457.6771203,-1.3842983,-457.7131057,-1.41936169,-457.7481691,-456.3288075
101,44.90017005,2758.76261,410.9906833,488.289128,42018.519,62.5772117,67.4212858,-1.4425013,-11.41409835,63.75856203,1.41075419,-1.35419118,-457.6801123,-1.3888581,-457.7147792,-1.424631015,-457.7505521,-456.3259211
102,44.67964599,2757.395599,410.8186299,488.215098,41999.8146,62.7704078,67.9809847,-1.2520062,-13.48726151,65.66403873,1.51163733,-1.35281864,-457.6768437,-1.388089,-457.7121141,-1.423896363,-457.7479214,-456.324025
103,44.79934297,2757.523728,410.8937903,488.18696,41996.4892,62.8288341,68.1623589,-1.0305264,-13.83009503,65.24896379,1.54641115,-1.350558787,-457.6790292,-1.386426,-457.7148965,-1.421904503,-457.7503749,-456.3284704
104,44.69344877,2756.790146,410.8493963,488.138666,41983.3835,62.5565548,67.2848824,-0.7482298,-12.30967221,64.61000387,1.41190678,-1.351770654,-457.6753566,-1.3870046,-457.7105905,-1.42264501,-457.746231,-456.323586
105,45.00966128,2756.519327,410.9257872,488.036544,41979.4998,62.4918754,67.135109,-0.48637243,-11.66620592,63.89884382,1.36920021,-1.352775881,-457.6799262,-1.3877199,-457.7148703,-1.423526297,-457.7506766,-456.3271503
106,44.85738658,2756.764743,410.9099076,488.095452,41980.2113,62.754147,67.9613804,-0.56763096,-13.79074959,64.9271773,1.50330003,-1.349808214,-457.6852414,-1.3850294,-457.7204626,-1.420435896,-457.755869,-456.3354331
107,44.34127146,2755.538198,410.5855348,488.206056,41992.392,62.6700404,67.7128142,-0.82349465,-13.07447213,66.47476801,1.45687274,-1.356144176,-457.6805365,-1.3903337,-457.714726,-1.426594337,-457.7509867,-456.3243924
108,44.65853447,2758.20016,410.8539913,488.30333,42015.4485,62.6259821,67.5742801,-1.29773983,-11.76962267,64.26806181,1.43514591,-1.354253476,-457.6699479,-1.3891221,-457.7048165,-1.425001348,-457.7406958,-456.3156944
109,44.40889117,2756.850946,410.6003043,488.244168,42005.4744,62.6455523,67.6315286,-1.36585753,-12.52089317,66.02815867,1.44237367,-1.357579625,-457.6838532,-1.3923176,-457.7185912,-1.42882187,-457.7550955,-456.3262736
110,44.62100936,2756.541027,410.7183537,488.177126,41997.0607,62.6584402,67.6559041,-1.00487498,-12.70927103,65.61943032,1.45183596,-1.355642499,-457.6847891,-1.390216,-457.7193626,-1.426425272,-457.7555719,-456.3291466
111,44.78175843,2756.660615,410.8488646,488.124733,41986.9086,62.5182194,67.218253,-0.72150873,-11.73198703,64.38009394,1.38254636,-1.353022766,-457.6789073,-1.3879264,-457.7138109,-1.423697896,-457.7495824,-456.3258845
112,44.591326,2756.812252,410.7213971,488.204645,41999.6033,62.5466078,67.3053904,-1.10473787,-11.58463657,65.05745666,1.39374666,-1.354390516,-457.6903959,-1.389383,-457.7253883,-1.425389386,-457.7613947,-456.3360054
113,44.84529955,2758.117691,410.8822427,488.234551,42011.7018,62.6623416,67.640764,-1.42888436,-12.37812562,64.80905636,1.45706097,-1.355646423,-457.6833133,-1.3905783,-457.7182451,-1.426616726,-457.7542836,-456.3276668
114,44.41490116,2757.949682,410.7643653,488.316322,42005.1468,62.7104661,67.8002281,-1.50796858,-12.27960571,65.34358955,1.48636027,-1.350750637,-457.6489846,-1.3869707,-457.6852047,-1.422561729,-457.7207957,-456.298234
115,44.87444354,2758.356824,411.0541326,488.234453,41998.0139,62.9643204,68.586269,-1.04024306,-14.99950238,65.04832057,1.61679269,-1.348064689,-457.6645686,-1.3840054,-457.7005093,-1.419051785,-457.7355557,-456.3165039
116,44.20567,2754.984942,410.5115931,488.171331,41980.2054,62.393935,66.8499003,-0.74317192,-11.10889765,65.79048493,1.31374237,-1.356683753,-457.6707234,-1.3910441,-457.7050838,-1.427531097,-457.7415708,-456.3140397
117,44.76586676,2757.586964,410.906124,488.2043,41997.2775,62.6533058,67.6477905,-1.01102832,-12.43358325,64.50176082,1.45100401,-1.352522431,-457.6806949,-1.387512,-457.7156845,-1.423191155,-457.7513636,-456.3281725
118,44.8505842,2757.581301,410.8951237,488.195222,42003.4348,62.6085728,67.4941255,-1.17383631,-12.15324255,64.67161592,1.42725752,-1.354923281,-457.6947675,-1.389588,-457.7294323,-1.425487863,-457.7653321,-456.3398442
