,Shannon,Fisher,GBP,E2,E3,R2,R3,G1,G2,G3,Ig,Corr_MP2,Corr_CCSD,Corr_CCSD(T),E(0),E(CCSD),ECCS(T)
888,183.2249296,5996.329038,1136.816307,759.442876,26919.2101,173.125521,183.529775,-87.72057978,62.5487534,219.4046341,2.6139969,-3.345882237,-3.474324826,-3.645385222,-922.9588101,-926.433135,-926.6041954
889,184.9628704,5998.762101,1137.365412,758.946011,26900.2265,173.088582,183.401953,-87.90979602,64.51651075,216.303183,2.59913577,-3.343725807,-3.475345954,-3.647628272,-922.9466391,-926.421985,-926.5942673
890,184.7041633,5996.285673,1136.807893,758.891072,26899.0113,172.992468,183.12982,-87.46191012,64.29749619,217.7589174,2.543402,-3.360348838,-3.48727691,-3.661193934,-922.9599116,-926.4471885,-926.6211055
891,184.9738677,5997.227762,1136.906193,758.773542,26895.3203,173.016914,183.195409,-87.80180148,64.70260353,217.2320379,2.55767686,-3.362125626,-3.489606963,-3.664231213,-922.9462968,-926.4359038,-926.610528
892,184.9621004,5998.562337,1136.959357,758.810193,26899.9459,173.07079,183.384763,-88.41543977,64.75065019,216.9293632,2.58488137,-3.366035189,-3.492748257,-3.668487622,-922.945242,-926.4379903,-926.6137296
893,186.2569862,5998.937769,1137.28304,758.542469,26894.9086,172.981584,183.08312,-87.88325057,64.78232725,215.025977,2.54155602,-3.364397355,-3.492702215,-3.668644936,-922.9382061,-926.4309083,-926.606851
894,184.9758586,5998.81716,1137.066804,758.804036,26897.7203,173.06566,183.351818,-88.2949565,65.062923,216.5816928,2.58369752,-3.364300621,-3.491384258,-3.666696475,-922.9484269,-926.4398112,-926.6151234
895,184.6533776,5997.500255,1136.972562,758.926279,26899.1001,173.041921,183.283387,-87.86708029,64.68226303,217.4180104,2.56942977,-3.360968255,-3.488319594,-3.662625833,-922.9322922,-926.4206118,-926.5949181
896,184.9371078,5998.087795,1137.188425,758.900638,26898.6725,173.059522,183.320937,-87.79134315,64.65201183,216.6599524,2.58247888,-3.346079833,-3.477676985,-3.650073738,-922.9521801,-926.4298571,-926.6022539
897,184.0007099,5996.525172,1136.908645,759.094517,26902.9253,173.071533,183.35865,-87.51630164,64.07869667,218.1453039,2.58852181,-3.349741833,-3.478549848,-3.650441196,-922.9637241,-926.4422739,-926.6141653
898,184.7124126,5997.71934,1136.974785,758.917884,26901.2362,173.038155,183.27226,-87.93786544,64.60494096,217.2365556,2.56795592,-3.361936134,-3.488454579,-3.663048554,-922.9513006,-926.4397552,-926.6143492
899,184.1639771,5997.828329,1137.020027,759.090987,26904.8136,173.117135,183.492639,-87.98834538,64.35627155,217.698942,2.61372197,-3.348317747,-3.477625702,-3.649911715,-922.9570748,-926.4347005,-926.6069865
900,184.0906478,5996.098454,1136.803574,759.059833,26900.5897,173.059525,183.322323,-87.52119657,64.28513218,218.6408233,2.580738,-3.353457147,-3.48183275,-3.65445176,-922.9507446,-926.4325773,-926.6051963
901,183.0181148,5994.108345,1136.426071,759.329,26908.3958,173.054157,183.327862,-87.20185507,63.64426339,220.5916888,2.57260349,-3.360029804,-3.485226504,-3.657767593,-922.9518648,-926.4370914,-926.6096324
902,184.5511711,5996.957074,1136.978928,758.940025,26897.7843,173.038151,183.261294,-87.5531726,64.57292735,217.4639474,2.56942445,-3.356193675,-3.483818253,-3.657113326,-922.9444039,-926.4282221,-926.6015172
903,183.4331643,5995.198535,1136.605709,759.245302,26910.3905,173.0641,183.350908,-87.47068054,63.67006378,219.6369664,2.580615,-3.359667379,-3.486081049,-3.659091875,-922.9462325,-926.4323136,-926.6053244
904,185.6905696,5998.355979,1137.170347,758.71781,26899.7141,172.999293,183.140191,-87.81630012,64.47072245,215.7975946,2.54989044,-3.359372286,-3.487807654,-3.662699618,-922.9472855,-926.4350932,-926.6099851
905,184.5802891,5998.61291,1137.241885,759.116383,26907.401,173.101913,183.442757,-87.99881813,64.29313083,216.7822458,2.60549556,-3.342749519,-3.473868719,-3.64556186,-922.9607583,-926.434627,-926.6063202
906,186.3262121,5998.73148,1137.165416,758.411403,26888.4705,172.975408,183.081236,-87.96584571,65.15904687,215.0516185,2.53621809,-3.370658661,-3.497798573,-3.674927402,-922.9276239,-926.4254225,-926.6025513
907,183.5382878,5995.796228,1136.742332,759.119838,26899.7317,173.0897,183.408689,-87.49613067,64.36361491,219.1694313,2.5975437,-3.354997517,-3.482692351,-3.655005732,-922.942227,-926.4249194,-926.5972327
908,184.159694,5996.91214,1136.829283,758.977556,26897.623,173.076515,183.384344,-87.82685262,64.80451533,218.1380318,2.58851546,-3.359499939,-3.487263475,-3.660948298,-922.9388233,-926.4260867,-926.5997716
909,184.9543855,5997.803544,1137.19689,758.925041,26900.154,173.041189,183.261632,-87.58449012,64.45923671,216.5363633,2.57345995,-3.348599085,-3.479088608,-3.651504139,-922.9564319,-926.4355205,-926.607936
910,184.6414534,5998.215865,1136.923864,758.835689,26897.5519,173.067647,183.349878,-88.20374861,64.92003359,217.1124698,2.58514713,-3.362764787,-3.488814125,-3.663748763,-922.9395252,-926.4283394,-926.603274
911,184.5182069,5998.501049,1137.30516,759.110001,26904.3575,173.114686,183.472032,-87.88678013,64.39012856,216.8619236,2.61412567,-3.336703944,-3.468522653,-3.639434469,-922.9593757,-926.4278984,-926.5988102
912,184.1974204,5998.407054,1136.939498,759.022622,26903.5645,173.132551,183.550683,-88.45271416,64.8043701,217.8580474,2.62040149,-3.359265241,-3.486303928,-3.660762319,-922.9317281,-926.418032,-926.5924904
913,186.6455742,5998.965521,1137.553333,758.551477,26892.2232,172.95966,183.013439,-87.5088669,64.78165309,214.3752952,2.53124886,-3.353518062,-3.484946139,-3.659156533,-922.9319228,-926.4168689,-926.5910793
914,184.5996261,5997.818354,1137.132472,759.066654,26906.4698,173.084907,183.393908,-87.85201056,64.21347083,217.2803741,2.59666906,-3.347460787,-3.477469509,-3.650045738,-922.9355729,-926.4130424,-926.5856186
915,184.4019513,5994.255752,1136.474868,758.919707,26902.402,172.954964,183.013405,-86.97841314,62.81519368,218.8455494,2.52286106,-3.373504199,-3.497433764,-3.672548421,-922.9449567,-926.4423905,-926.6175051
916,184.096539,5996.524931,1136.840037,759.141689,26907.7161,173.052203,183.310981,-87.65409749,63.89348889,218.4600348,2.57432275,-3.354932145,-3.482640743,-3.655499331,-922.9544298,-926.4370705,-926.6099291
917,182.8770366,5993.262163,1136.269821,759.31771,26906.4839,173.030138,183.250934,-87.02217277,63.8603516,221.0851776,2.56078129,-3.369478565,-3.492585282,-3.666119717,-922.9435641,-926.4361494,-926.6096839
918,184.2829331,5997.556128,1137.005868,759.072015,26903.7361,173.094018,183.429527,-87.88311239,64.36286014,217.6826614,2.5996045,-3.349907325,-3.479227736,-3.651723703,-922.9508516,-926.4300794,-926.6025753
919,185.6067608,6000.306493,1137.455579,758.719605,26894.0633,173.09503,183.425294,-88.44080043,65.34758986,215.1775596,2.60339043,-3.347931084,-3.479505774,-3.653223821,-922.9466212,-926.426127,-926.5998451
920,185.4151827,5998.515426,1137.260227,758.802814,26898.0149,173.038578,183.2563,-87.8827728,64.56430209,216.0457764,2.57205755,-3.351815979,-3.482252397,-3.655926034,-922.9458914,-926.4281438,-926.6018174
921,183.7445935,5997.059147,1137.018127,759.234552,26906.3556,173.109774,183.476504,-87.6721471,64.10590253,218.3194507,2.60806521,-3.344170941,-3.473970976,-3.645142397,-922.9517657,-926.4257367,-926.5969081
922,183.7287788,5996.057674,1136.857035,759.200279,26904.2107,173.071018,183.354495,-87.41962913,64.15564011,218.7450686,2.58734982,-3.34798316,-3.476616234,-3.64809436,-922.9602877,-926.4369039,-926.608382
923,185.7524792,5998.907193,1137.320299,758.706486,26895.0879,173.024657,183.220289,-87.8910315,65.02679821,215.5305575,2.56386294,-3.351632629,-3.482534418,-3.656507432,-922.9407674,-926.4233019,-926.5972749
924,184.5069577,5997.151227,1137.142212,759.116386,26905.4561,173.064522,183.324232,-87.52348669,64.11492251,217.4650867,2.58655952,-3.344564259,-3.475439147,-3.647076319,-922.9428519,-926.418291,-926.5899282
925,185.6344645,5998.460967,1137.24688,758.751991,26898.7475,173.012144,183.169487,-87.78715513,64.64475617,215.7991169,2.5588356,-3.356924589,-3.486170896,-3.660585456,-922.9469903,-926.4331612,-926.6075757
926,185.4239679,5996.179191,1137.063534,758.820816,26902.2919,172.951848,183.007912,-87.0208273,63.75530242,216.7246212,2.5237848,-3.362246433,-3.490079391,-3.664614429,-922.9303457,-926.4204251,-926.5949601
927,184.1112068,5997.52284,1136.96713,759.097065,26903.6386,173.103353,183.452336,-87.97719822,64.44025759,217.8982237,2.60514289,-3.349407466,-3.478504595,-3.6509886,-922.962135,-926.4406396,-926.6131236
928,183.6317427,5995.998723,1136.710024,759.118718,26902.1118,173.078652,183.388099,-87.55791433,64.20462992,218.9849983,2.59037174,-3.355064194,-3.482618942,-3.655162167,-922.9607355,-926.4433545,-926.6158977
929,184.1670435,5998.186036,1136.99166,759.019634,26900.9261,173.126732,183.525233,-88.2048486,64.79795578,217.6120172,2.61879384,-3.349594378,-3.478402211,-3.651204706,-922.9484114,-926.4268136,-926.5996161
930,184.61493,5997.788022,1137.244412,759.083251,26904.3037,173.076379,183.363221,-87.60411979,64.27256785,216.9871253,2.59298301,-3.339769163,-3.471434026,-3.642458937,-922.9567311,-926.4281652,-926.5991901
931,186.3641517,6000.511902,1137.498641,758.514151,26890.9946,173.036481,183.258252,-88.38953057,65.3657911,214.2275163,2.57052808,-3.354393254,-3.485396206,-3.660645697,-922.9461385,-926.4315347,-926.6067842
932,185.1098376,5997.512244,1137.302679,758.987197,26901.9689,173.030626,183.223179,-87.35173131,64.25359709,216.5404433,2.56876698,-3.342309517,-3.474411879,-3.646173493,-922.9495811,-926.423993,-926.5957546
933,184.1806976,5996.311011,1136.816824,759.004426,26899.4375,173.035297,183.259191,-87.52693774,64.39852792,218.3124855,2.56632168,-3.356319118,-3.483462428,-3.656610999,-922.9515883,-926.4350507,-926.6081993
935,183.6972468,5997.463917,1136.79221,759.104893,26903.1622,173.135261,183.575208,-88.24871402,64.67070522,218.5867633,2.61990221,-3.361683135,-3.486617787,-3.660870541,-922.933686,-926.4203038,-926.5945566
936,185.0613403,5996.959815,1136.921715,758.791131,26896.5637,172.996587,183.156662,-87.67945347,64.58578985,217.2029722,2.54376792,-3.365584859,-3.492345568,-3.667590521,-922.9291818,-926.4215274,-926.5967723
937,184.5499215,5998.220049,1137.09685,758.915797,26897.0131,173.093098,183.416456,-88.08007849,64.87966304,217.1550681,2.60050814,-3.35521822,-3.483626801,-3.657290623,-922.9367952,-926.420422,-926.5940858
938,185.3114505,5998.003494,1136.935843,758.670944,26893.4558,173.025938,183.241347,-88.10048868,65.09420203,216.7538685,2.56129409,-3.370104707,-3.49666368,-3.673100555,-922.9289561,-926.4256198,-926.6020566
939,184.1293457,5997.605894,1136.995272,759.036594,26899.2356,173.105282,183.451442,-87.88522227,64.76450814,217.7472848,2.60747582,-3.34582956,-3.475850472,-3.647772985,-922.9604711,-926.4363215,-926.608244
940,185.3845194,5997.496306,1137.017111,758.707428,26894.9319,173.00072,183.159786,-87.67547133,64.78976662,216.525773,2.54991605,-3.363184554,-3.490745265,-3.665856644,-922.9395265,-926.4302717,-926.6053831
941,183.5448387,5993.34308,1136.172067,759.083526,26904.0819,172.985311,183.141908,-87.13185215,63.79392739,220.6375766,2.53424806,-3.381029488,-3.501999066,-3.677895551,-922.9342571,-926.4362562,-926.6121527
942,183.9651808,5996.078597,1136.727621,758.984674,26896.6641,173.068956,183.359046,-87.60350259,64.66651052,218.5656652,2.5856565,-3.356971929,-3.483587281,-3.656796924,-922.9546737,-926.4382609,-926.6114706
943,184.4492873,5997.149261,1137.019163,759.000498,26902.1538,173.068886,183.34844,-87.6579847,64.2136391,217.615594,2.58648968,-3.348662857,-3.478416951,-3.650845423,-922.9514849,-926.4299018,-926.6023303
944,183.6178521,5996.636669,1136.819583,759.232307,26908.3849,173.091501,183.436282,-87.78807979,63.99647467,218.8247373,2.59526573,-3.352420665,-3.480120798,-3.652312588,-922.9620238,-926.4421446,-926.6143364
945,184.0948646,5997.055146,1137.091771,759.15749,26902.9643,173.086628,183.395568,-87.50003635,64.30785269,217.7726406,2.59787677,-3.34110622,-3.472084131,-3.642804103,-922.9692486,-926.4413328,-926.6120527
946,184.5325956,5998.245977,1137.083272,758.960048,26899.7464,173.091897,183.416769,-88.04924426,64.74281149,217.0559191,2.60000037,-3.35106884,-3.480147449,-3.65316675,-922.9523176,-926.4324651,-926.6054844
947,184.6908853,5997.201333,1136.887088,758.90505,26900.5957,173.029323,183.250329,-87.85387564,64.57026035,217.4985506,2.56225743,-3.36166188,-3.488511315,-3.663044607,-922.953138,-926.4416493,-926.6161826
948,183.5748137,5995.780034,1136.760969,759.226694,26905.7668,173.083958,183.392809,-87.47893083,64.00311372,219.1916073,2.5943336,-3.351190096,-3.479082725,-3.651074381,-922.9405178,-926.4196005,-926.5915921
949,185.380691,5998.891992,1137.22439,758.757338,26895.8103,173.061862,183.330865,-88.08803272,64.953357,215.9227357,2.58419788,-3.3538723,-3.483867351,-3.658004983,-922.9468035,-926.4306709,-926.6048085
950,184.0860027,5996.667914,1136.910881,759.132168,26906.049,173.072706,183.355278,-87.6236249,63.51113675,218.1842869,2.58926124,-3.350672455,-3.479383758,-3.651612391,-922.9507311,-926.4301149,-926.6023435
951,184.8637772,5998.730769,1137.199238,758.936229,26902.1687,173.087563,183.401089,-88.06602505,64.5606563,216.4694983,2.59863022,-3.347629413,-3.477690906,-3.650538171,-922.9588042,-926.4364951,-926.6093423
952,185.3595507,5997.612419,1137.128382,758.766153,26896.157,173.007801,183.167187,-87.55564374,64.53395472,216.393869,2.55464733,-3.356268093,-3.485586367,-3.659338053,-922.9496721,-926.4352585,-926.6090102
953,184.6711426,5997.46458,1137.220015,758.998096,26900.3564,173.062707,183.330866,-87.55557356,64.38961451,217.1193194,2.58384559,-3.347920421,-3.478276644,-3.650571185,-922.9346208,-926.4128974,-926.585192
954,184.3852845,5995.818919,1136.697892,758.948619,26900.2047,173.016502,183.20697,-87.46035776,64.20235477,218.4104978,2.55599712,-3.362313374,-3.488445553,-3.662595177,-922.9444694,-926.432915,-926.6070646
955,184.6925382,5997.484548,1137.09552,758.993359,26901.5575,173.053547,183.309205,-87.7090392,64.51659107,217.2652282,2.57734443,-3.352856267,-3.481924835,-3.655061037,-922.9413989,-926.4233237,-926.5964599
956,185.0352945,5995.736341,1136.796272,758.803357,26899.3121,172.966365,183.050756,-87.24803493,64.13884876,217.7147174,2.53048485,-3.370358577,-3.495888249,-3.671372618,-922.9203199,-926.4162081,-926.5916925
957,184.0375754,5995.527389,1136.525201,758.955244,26899.223,173.014531,183.209257,-87.63003634,64.4198293,219.1216523,2.55195986,-3.374650663,-3.49772757,-3.673412967,-922.9410649,-926.4387925,-926.6144779
958,183.4289014,5996.255489,1136.932426,759.305292,26906.4775,173.113903,183.479077,-87.48582537,63.97206871,218.9697086,2.61108389,-3.342414249,-3.472109658,-3.642665639,-922.9518901,-926.4239997,-926.5945557
959,185.1700779,5997.395755,1137.019993,758.866923,26901.0104,173.018065,183.212054,-87.70541165,64.62088351,217.005135,2.55709035,-3.363528078,-3.491284211,-3.666256685,-922.9305001,-926.4217844,-926.5967568
960,185.1973139,5996.507529,1137.040191,758.865164,26900.0487,172.981516,183.087275,-87.22776814,64.14054266,217.061341,2.53972474,-3.356811388,-3.486046553,-3.659758575,-922.9382119,-926.4242585,-926.5979705
961,184.7928251,5996.343763,1136.840764,758.966546,26904.1802,172.9967,183.153026,-87.47207469,64.2103796,217.8336993,2.54461006,-3.362600563,-3.489935604,-3.664368144,-922.9343233,-926.4242589,-926.5986914
962,184.8967984,5998.44227,1137.16651,758.871426,26899.1315,173.073081,183.35976,-87.95684166,64.63830846,216.4879566,2.59093396,-3.352686236,-3.482072616,-3.655586507,-922.9542733,-926.4363459,-926.6098598
963,183.3070638,5996.518266,1136.973757,759.320153,26904.2942,173.130104,183.525805,-87.54717813,64.27651034,218.9140993,2.62011382,-3.337436545,-3.468211466,-3.637979224,-922.9650297,-926.4332412,-926.6030089
964,184.4027024,5995.27689,1136.631097,758.900492,26897.4769,172.991625,183.132212,-87.25489062,64.31121011,218.4945037,2.54234304,-3.372377537,-3.496706258,-3.671940408,-922.9329721,-926.4296784,-926.6049125
965,185.3076125,5998.7035,1137.192983,758.831071,26901.6495,173.046104,183.279741,-88.03295784,64.36652503,216.1346594,2.57530462,-3.357475367,-3.486435689,-3.660723674,-922.9503998,-926.4368354,-926.6111234
966,184.1990604,5998.951614,1137.236001,759.116163,26902.8119,173.157345,183.607995,-88.27334496,64.71936169,217.1083163,2.63641287,-3.339528611,-3.470527922,-3.641966203,-922.9595894,-926.4301173,-926.6015556
967,184.8265191,5997.988918,1137.27312,759.029729,26904.0831,173.063694,183.327746,-87.65957156,64.21847344,216.8115398,2.58595592,-3.343922947,-3.47508073,-3.647078418,-922.9483519,-926.4234327,-926.5954304
968,185.4322877,5999.054042,1137.389696,758.845348,26900.265,173.057827,183.307883,-87.93068366,64.39342743,215.6068636,2.58379753,-3.346121968,-3.477444025,-3.650272803,-922.9543321,-926.4317761,-926.6046049
969,185.5361961,5996.944707,1137.186511,758.811462,26898.2623,172.967481,183.047157,-87.15695414,64.15283016,216.3559548,2.53211878,-3.352512145,-3.482702197,-3.65587377,-922.9455288,-926.428231,-926.6014025
970,185.7036284,5999.410377,1137.292462,758.756965,26901.2976,173.044855,183.2851,-88.20860296,64.62513549,215.44658,2.57436698,-3.358024378,-3.487490191,-3.662387834,-922.9478178,-926.435308,-926.6102057
971,183.9171639,5996.604665,1136.956452,759.159494,26903.4595,173.083868,183.395388,-87.58556653,64.30032108,218.4278114,2.59376967,-3.349100316,-3.478069991,-3.649992829,-922.9409142,-926.4189842,-926.5909071
972,185.6117887,5999.102212,1137.308907,758.762836,26897.4801,173.047007,183.286104,-88.06230965,64.86795549,215.6585185,2.57601797,-3.353312219,-3.483542997,-3.657790029,-922.9429488,-926.4264918,-926.6007389
973,184.6053818,5996.537993,1136.701457,758.813862,26895.5127,173.031978,183.255232,-87.75415564,64.75169733,217.9144164,2.56442425,-3.36778308,-3.493960815,-3.669198174,-922.9430984,-926.4370592,-926.6122966
974,184.3005838,5996.858578,1136.818381,758.939468,26898.6944,173.058599,183.3365,-87.78375833,64.71041176,217.8705264,2.5797694,-3.362091827,-3.487634875,-3.661900546,-922.9446367,-926.4322716,-926.6065373
975,184.4081535,5997.052151,1136.96771,759.021062,26902.3391,173.042671,183.273762,-87.63134956,64.27684209,217.5905788,2.57105104,-3.354869184,-3.483012964,-3.655995191,-922.9527988,-926.4358118,-926.608794
976,184.583715,5999.288808,1137.353113,759.079309,26902.985,173.13522,183.543168,-88.22540735,64.76439224,216.4707129,2.62466131,-3.341295217,-3.472671919,-3.644514557,-922.9463436,-926.4190155,-926.5908581
977,183.9286437,5997.361144,1137.095595,759.239144,26907.3786,173.110602,183.465632,-87.73509806,64.12720137,218.0010945,2.61117266,-3.344979329,-3.474733068,-3.646192291,-922.9393538,-926.4140869,-926.5855461
978,184.6755589,5998.178903,1137.277819,759.051461,26903.7469,173.079864,183.369983,-87.70914946,64.38388528,216.7940506,2.59499569,-3.340172998,-3.471794031,-3.643011798,-922.9673476,-926.4391416,-926.6103594
979,184.3737718,5998.151586,1137.092295,758.974464,26897.8613,173.104157,183.462526,-88.02834477,64.90826031,217.3260315,2.60512066,-3.349909525,-3.479269563,-3.652136104,-922.9435189,-926.4227884,-926.595655
980,185.406382,5998.309477,1137.1644,758.773428,26896.9173,173.015693,183.201172,-87.83744566,64.740816,216.0932191,2.55815698,-3.360770092,-3.488709449,-3.66354755,-922.9463181,-926.4350276,-926.6098657
981,185.0554792,5998.378722,1137.409581,758.949982,26899.054,173.060555,183.309266,-87.60576178,64.48109945,216.0696479,2.58601979,-3.338823773,-3.471217268,-3.642379346,-922.9615497,-926.432767,-926.6039291
982,183.4288632,5995.084791,1136.589562,759.186172,26903.4304,173.069317,183.356662,-87.40626651,64.09032284,219.6467178,2.58500899,-3.355999065,-3.482802046,-3.655313397,-922.9524023,-926.4352044,-926.6077157
983,184.7472247,5997.355192,1136.911412,758.938488,26901.293,173.038812,183.271637,-87.87263626,64.65788849,217.479856,2.56796587,-3.362202387,-3.48972485,-3.664321199,-922.9401406,-926.4298655,-926.6044618
984,183.1496385,5996.547991,1136.930218,759.425583,26912.2912,173.151525,183.586258,-87.65717361,63.15475752,219.2134172,2.6319172,-3.337604778,-3.46794332,-3.637759348,-922.9572417,-926.425185,-926.595001
985,184.8448091,5998.327793,1137.156194,758.92166,26898.865,173.074838,183.378154,-87.9429823,64.68553638,216.7042275,2.58962559,-3.348733496,-3.47875612,-3.651548976,-922.957119,-926.4358751,-926.608668
986,184.8296758,5997.174108,1136.915103,758.880743,26901.7708,173.032132,183.249351,-87.78433146,64.43734844,217.3974459,2.56506756,-3.360968226,-3.488523031,-3.662895445,-922.943405,-926.431928,-926.6063004
987,185.5356489,5997.339229,1137.26961,758.8185,26898.8133,172.976611,183.070504,-87.24849171,64.20401716,216.1232172,2.53774174,-3.348638321,-3.480137027,-3.65278897,-922.9483696,-926.4285066,-926.6011586
988,183.6948868,5995.836235,1136.842625,759.23064,26906.1955,173.088545,183.410915,-87.44323186,63.88467781,219.1031302,2.59611842,-3.348488306,-3.47723942,-3.648961293,-922.9358628,-926.4131022,-926.5848241
989,183.7316032,5997.642507,1136.997113,759.153945,26901.63,173.141253,183.563724,-87.99796078,64.60630203,218.0859961,2.62588986,-3.346360195,-3.475398348,-3.647116925,-922.9499964,-926.4253947,-926.5971133
990,183.2994383,5997.393012,1136.910127,759.243075,26902.5472,173.167228,183.655572,-88.11578179,64.75461688,218.9089296,2.63754596,-3.347541735,-3.476180651,-3.647975665,-922.9452054,-926.4213861,-926.5931811
991,183.5878774,5996.304022,1136.907945,759.259855,26904.9904,173.106536,183.459541,-87.49703825,64.21096614,218.8664858,2.60702894,-3.342127649,-3.472372534,-3.643115018,-922.9573311,-926.4297036,-926.6004461
992,184.0847566,5998.124211,1137.097566,759.105161,26901.7011,173.132764,183.535408,-88.0612504,64.65840963,217.6169809,2.62231611,-3.341015393,-3.471755518,-3.643147294,-922.9582165,-926.429972,-926.6013638
993,185.6812096,5998.081212,1137.455498,758.871312,26899.9165,173.010065,183.1771,-87.35203136,64.37608964,215.7530335,2.55692286,-3.344649827,-3.476867045,-3.649334137,-922.9303732,-926.4072403,-926.5797074
994,185.1842143,5997.709329,1137.319791,758.983067,26905.4023,173.00844,183.159008,-87.40647536,63.85844201,216.269033,2.55607508,-3.346295948,-3.477143824,-3.649246581,-922.9546249,-926.4317687,-926.6038715
995,184.6329388,5998.515325,1136.92226,758.88797,26902.6275,173.092978,183.438927,-88.40275115,64.78297997,217.179178,2.59800535,-3.363063516,-3.489382723,-3.664581535,-922.9431137,-926.4324964,-926.6076952
996,183.4476812,5995.820675,1136.823942,759.294404,26907.6477,173.093963,183.421038,-87.4485235,63.93496406,219.2699897,2.59964074,-3.348387261,-3.476837967,-3.648321334,-922.9404095,-926.4172475,-926.5887309
997,184.1533336,5997.393434,1137.139391,759.195746,26906.7507,173.10566,183.456339,-87.72097214,64.11522879,217.8737877,2.60713817,-3.345715295,-3.476205515,-3.647861681,-922.9342658,-926.4104713,-926.5821275
998,184.3132856,5998.114894,1136.927802,758.957212,26901.0845,173.112298,183.486953,-88.33248992,64.70843844,217.7491409,2.60856971,-3.359508264,-3.486765441,-3.661141497,-922.9360238,-926.4227893,-926.5971653
999,185.1168469,5997.65768,1137.107521,758.904432,26901.5197,173.029759,183.238462,-87.751951,64.43936862,216.9224167,2.56479777,-3.354446588,-3.484013173,-3.657664295,-922.9394164,-926.4234296,-926.5970807
1000,184.5361863,5998.416012,1137.179538,758.997238,26901.5633,173.093114,183.426539,-88.00171412,64.6112295,216.9388854,2.59968313,-3.349527154,-3.478705265,-3.651487015,-922.9507147,-926.42942,-926.6022017
1001,185.3084711,5999.948297,1137.364813,758.76141,26894.4954,173.104901,183.454728,-88.39442627,65.19347208,215.5289553,2.60859673,-3.347688819,-3.478622519,-3.652013911,-922.951825,-926.4304475,-926.6038389
1002,185.8069848,5999.286042,1137.146087,758.604432,26893.4248,173.023845,183.232848,-88.28181937,65.29498591,215.5651401,2.56143136,-3.365364538,-3.492998798,-3.669195758,-922.9491771,-926.4421759,-926.6183728
1003,183.4733598,5995.58897,1136.815428,759.287369,26905.957,173.084572,183.396379,-87.35088058,64.00414273,219.2296579,2.59434983,-3.345765672,-3.474814053,-3.645740555,-922.9530576,-926.4278716,-926.5987981
1004,185.5198477,5998.906985,1137.500603,758.830719,26895.5,173.037288,183.238259,-87.62299151,64.77967614,215.3614152,2.57349994,-3.34010473,-3.472665627,-3.644389189,-922.9638085,-926.4364741,-926.6081977
1005,185.1019387,5999.276087,1137.268582,758.825632,26897.1773,173.094135,183.430403,-88.2475919,65.01702311,216.0994492,2.60116764,-3.353174655,-3.482630332,-3.656548904,-922.9432751,-926.4259055,-926.599824
1006,184.7888596,5997.436245,1137.052733,758.979527,26904.4855,173.048051,183.294531,-87.747072,64.19621484,217.2886472,2.57393647,-3.355980155,-3.484495246,-3.658093686,-922.9314978,-926.415993,-926.5895915
1007,184.2163373,5996.616766,1136.802268,759.012272,26900.8208,173.056187,183.325667,-87.7076361,64.44521259,218.2523112,2.577211,-3.356461617,-3.484188785,-3.657603431,-922.9488226,-926.4330114,-926.606426
1008,185.1096698,5998.833973,1137.368351,758.926252,26899.8753,173.071441,183.348602,-87.88053954,64.56716641,216.0465049,2.59057687,-3.34531369,-3.47668954,-3.649196147,-922.9502405,-926.42693,-926.5994366
1009,185.2871766,5998.060381,1137.244727,758.847121,26900.8045,173.018981,183.193437,-87.63875865,63.32414121,215.9858041,2.56208322,-3.350919518,-3.480988611,-3.653985373,-922.962298,-926.4432866,-926.6162834
1010,184.2229228,5997.637884,1136.961921,759.068656,26903.4859,173.083148,183.396646,-87.9670732,64.54930299,217.7466737,2.59338883,-3.355579846,-3.483154696,-3.656623,-922.9421651,-926.4253198,-926.5987881
1011,184.5452889,5996.369956,1137.071715,759.067057,26903.7906,173.019084,183.187108,-87.14657787,63.86884313,217.4155817,2.56175724,-3.344375464,-3.474878201,-3.645978887,-922.9672375,-926.4421157,-926.6132164
1012,185.4621006,5999.323524,1137.423003,758.862987,26900.4636,173.068291,183.351996,-88.02584582,64.75426972,215.5937284,2.5874213,-3.346336358,-3.477574688,-3.650624429,-922.9431274,-926.4207021,-926.5937519
1013,184.0296268,5997.754471,1136.985696,759.056396,26900.1048,173.112899,183.474485,-87.98155565,64.7757375,217.7801505,2.61105653,-3.348170074,-3.476758279,-3.649005177,-922.9588235,-926.4355818,-926.6078287
1014,184.4976101,5998.357345,1137.17678,759.04654,26902.5197,173.107167,183.46529,-88.00979859,64.53460261,217.1344939,2.60752739,-3.342857221,-3.473911215,-3.645732044,-922.9535673,-926.4274786,-926.5992994
1015,184.3125525,5997.963775,1137.251611,759.130683,26903.3202,173.104375,183.441204,-87.691614,64.37875631,217.156711,2.60860915,-3.335901093,-3.467744354,-3.638148778,-922.9673045,-926.4350489,-926.6054533
1016,185.9717315,5999.075616,1137.356301,758.659269,26897.3239,173.023376,183.222858,-87.96933351,64.31381438,215.2588518,2.56212706,-3.358553074,-3.488277368,-3.663584187,-922.920926,-926.4092034,-926.5845102
1017,183.924154,5997.46291,1137.107195,759.189551,26903.7768,173.118309,183.489562,-87.73098412,64.24445349,217.8948524,2.61434275,-3.337791261,-3.469325369,-3.639715758,-922.9663683,-926.4356937,-926.6060841
