,Shannon,Fisher,GBP,E2,E3,R2,R3,G1,G2,G3,Ig,Corr_MP2,Corr_CCSD,Corr_CCSD(T),E(0),E(CCSD),ECCS(T)
1,185.0894222,5998.686351,1137.219766,758.865794,26898.287,173.066479,183.343853,-88.03259202,64.82188548,216.3140616,2.58601939,-3.351830526,-3.481564678,-3.655101132,-922.9434013,-926.424966,-926.5985025
2,184.753685,5997.735873,1137.100606,758.916099,26897.8823,173.052562,183.304552,-87.76814022,64.79899784,217.0049282,2.57777779,-3.352852905,-3.482400592,-3.65552794,-922.9480343,-926.4304349,-926.6035622
3,185.2025894,5997.402017,1137.324615,758.978488,26905.3713,173.024792,183.212945,-87.32453786,63.44396677,216.4417584,2.56493432,-3.343967496,-3.475929933,-3.647907814,-922.9401379,-926.4160679,-926.5880457
4,186.1532711,5997.962093,1137.347999,758.692847,26896.6105,172.970588,183.052365,-87.34672495,64.45505687,215.4370599,2.53559464,-3.350623037,-3.48232075,-3.655761337,-922.9486345,-926.4309552,-926.6043958
5,186.8325816,5998.012469,1137.431094,758.532262,26893.9839,172.904414,182.853576,-87.10932332,64.47416221,214.4526702,2.50018512,-3.355103689,-3.486650723,-3.660949776,-922.946376,-926.4330268,-926.6073258
6,184.8171601,5996.836462,1136.971609,758.936503,26904.008,173.029766,183.240911,-87.57680262,63.96982035,217.4343927,2.56464416,-3.356708441,-3.485410958,-3.659135532,-922.9322159,-926.4176269,-926.5913515
7,185.7402607,5997.636585,1137.268852,758.798709,26899.1377,172.975348,183.071255,-87.37788937,64.34543227,215.9094491,2.53686448,-3.350287164,-3.481312829,-3.654409569,-922.9606546,-926.4419674,-926.6150642
8,184.1788749,5996.746687,1136.681395,758.947016,26900.2741,173.059656,183.350533,-87.98205088,64.56844379,218.3656821,2.57726727,-3.367883217,-3.493050775,-3.668154704,-922.9429967,-926.4360475,-926.6111514
9,184.8858926,5997.508431,1136.778963,758.774259,26898.3178,173.027469,183.256163,-88.09416368,64.67662029,217.4132799,2.55945178,-3.371652166,-3.496602073,-3.672965363,-922.9314674,-926.4280695,-926.6044328
10,185.5559927,5997.908568,1137.297895,758.772082,26895.859,173.004158,183.149853,-87.47205984,64.70584566,215.8946945,2.55387933,-3.353719291,-3.48365944,-3.657303915,-922.9364796,-926.4201391,-926.5937835
11,185.0837808,5997.157715,1137.098594,758.856696,26898.6408,173.009815,183.169412,-87.48291491,64.37700885,216.8840598,2.55562455,-3.357313535,-3.485857617,-3.659761808,-922.9361008,-926.4219584,-926.5958626
12,183.6309302,5996.855468,1137.075768,759.27972,26905.6754,173.120573,183.49405,-87.54811782,63.91870535,218.381293,2.61599417,-3.337879306,-3.468633044,-3.638754366,-922.96043,-926.429063,-926.5991843
13,184.0249388,5995.491669,1136.749991,759.089021,26903.1734,173.02606,183.223132,-87.26271139,64.07909921,218.7702577,2.56202154,-3.356324716,-3.483497593,-3.656168205,-922.954745,-926.4382426,-926.6109132
14,184.6793177,5997.300229,1136.997654,758.920029,26898.3573,173.050344,183.299421,-87.69619067,64.65347498,217.3422365,2.57722236,-3.356084621,-3.484447704,-3.658014537,-922.9476851,-926.4321328,-926.6056996
15,185.5212622,5998.868735,1137.027595,758.660212,26898.656,173.037613,183.258625,-88.2761049,64.69372569,216.011574,2.57104702,-3.367516988,-3.494016055,-3.670201224,-922.9497694,-926.4437854,-926.6199706
16,185.3842941,5999.552966,1137.350209,758.87044,26901.8788,173.076127,183.371267,-88.24858431,64.72446549,215.6448887,2.59251639,-3.351847498,-3.482837689,-3.656595513,-922.9484972,-926.4313349,-926.6050927
17,184.7554,5997.58966,1137.164386,758.941276,26898.4025,173.046737,183.275836,-87.5748282,64.53836739,216.8725317,2.57670382,-3.348556804,-3.478556267,-3.650823203,-922.9612275,-926.4397837,-926.6120507
18,185.4402017,5999.000767,1137.195944,758.768901,26898.0171,173.044753,183.287784,-88.11056041,64.95379953,215.9708571,2.57394975,-3.358569752,-3.487376221,-3.66222776,-922.9491383,-926.4365145,-926.6113661
19,184.6924223,5997.514889,1137.205581,759.015948,26900.6709,173.056586,183.301567,-87.54401531,64.33333573,217.0304297,2.58230436,-3.345095622,-3.475640263,-3.647531753,-922.9439955,-926.4196358,-926.5915273
20,183.6976218,5996.367251,1136.926754,759.192636,26902.8969,173.099183,183.438271,-87.50161356,64.21975814,218.6744147,2.60306124,-3.34621221,-3.475686157,-3.647134976,-922.946279,-926.4219651,-926.593414
21,182.4428529,5995.541703,1136.795695,759.567852,26912.9684,173.158225,183.615254,-87.48121291,63.6316932,220.4033584,2.63303596,-3.337816362,-3.467150078,-3.6365215,-922.9487893,-926.4159394,-926.5853108
22,186.444413,5997.70853,1137.190801,758.582674,26899.8246,172.915979,182.904665,-87.44317197,64.25424845,215.4155104,2.50381065,-3.37151418,-3.498498455,-3.675419065,-922.9123034,-926.4108019,-926.5877225
23,184.369993,5997.002018,1136.885394,758.988396,26900.287,173.063791,183.344241,-87.8194143,64.49983221,217.9017959,2.58231422,-3.359469044,-3.48643886,-3.66041096,-922.9447903,-926.4312292,-926.6052013
24,185.676148,5999.247544,1137.420278,758.808222,26899.24,173.053277,183.309697,-87.97712288,64.81358385,215.4176202,2.57981174,-3.349829006,-3.480859472,-3.654595715,-922.9317534,-926.4126129,-926.5863492
26,184.3826811,5997.328116,1137.114684,759.070117,26901.9188,173.070888,183.351085,-87.60076222,64.28114532,217.4214118,2.58815943,-3.344162362,-3.47491876,-3.646482901,-922.9582768,-926.4331956,-926.6047597
27,185.5998353,5998.471818,1137.34129,758.780702,26896.3226,173.01957,183.195265,-87.65820173,64.78925248,215.7757705,2.56210241,-3.345190876,-3.476969382,-3.649599056,-922.9568538,-926.4338232,-926.6064529
28,185.3401113,5998.202239,1137.233623,758.865343,26900.1954,173.033685,183.25298,-87.78283566,64.57719401,216.2619448,2.56710301,-3.352504313,-3.483029665,-3.656664706,-922.9373235,-926.4203531,-926.5939882
29,185.1360122,5998.794136,1137.299656,758.891681,26898.099,173.074358,183.358601,-87.9411688,64.73278832,216.0923272,2.59220222,-3.346012416,-3.476943191,-3.649540147,-922.9526755,-926.4296187,-926.6022157
30,183.8556776,5997.523416,1137.092353,759.224285,26905.0138,173.121575,183.511065,-87.85584397,64.38923043,218.1458689,2.61437625,-3.342042284,-3.472406995,-3.643620603,-922.9485925,-926.4209995,-926.5922131
31,183.8262089,5996.75721,1136.905957,759.163058,26902.3386,173.086115,183.397536,-87.64198408,64.25257265,218.3995433,2.59506588,-3.343919175,-3.473441253,-3.644588733,-922.972656,-926.4460973,-926.6172448
32,185.3751322,5998.378147,1137.303158,758.883282,26901.2965,173.042576,183.271516,-87.76818123,64.41709023,216.0578123,2.5740154,-3.348032147,-3.479499135,-3.652293273,-922.9452189,-926.424718,-926.5975122
33,185.1269511,5998.596167,1137.085666,758.793975,26898.7167,173.036645,183.270724,-88.14129252,64.9055797,216.4594486,2.5675509,-3.362330421,-3.490394204,-3.665485967,-922.9462806,-926.4366748,-926.6117666
34,184.5831709,5998.223575,1136.882413,758.836547,26896.5305,173.066347,183.352644,-88.30920558,65.17831861,217.1719179,2.58353429,-3.365436113,-3.490917219,-3.666417709,-922.9423576,-926.4332748,-926.6087753
35,186.0087312,5998.51918,1137.443425,758.748067,26898.2523,172.991319,183.112755,-87.54112035,64.32587555,215.2523171,2.54707777,-3.349506495,-3.481295569,-3.654726443,-922.9470108,-926.4283063,-926.6017372
36,185.1017529,5998.382409,1137.25329,758.835712,26896.8432,173.051117,183.292774,-87.8329414,64.64125185,216.235112,2.57827367,-3.349641101,-3.480565106,-3.653516468,-922.9449169,-926.425482,-926.5984334
37,185.1507393,5997.192161,1136.81687,758.657589,26894.4776,172.987486,183.136931,-87.802523,64.74386881,216.8854355,2.53952308,-3.377737345,-3.501499247,-3.678654507,-922.9315307,-926.43303,-926.6101853
38,184.6737589,5996.999729,1136.850234,758.903779,26901.6673,173.033173,183.261803,-87.76741616,64.38058128,217.6279403,2.56449879,-3.362612358,-3.489329761,-3.66401837,-922.9406867,-926.4300165,-926.6047051
39,183.7368038,5996.220129,1136.933579,759.239294,26905.38,173.095433,183.425423,-87.40993507,64.02210937,218.6721466,2.60134031,-3.342234072,-3.472656509,-3.643452396,-922.9519125,-926.424569,-926.5953649
40,184.3482389,5996.482312,1136.654011,758.925704,26901.2803,173.032255,183.260293,-87.83387193,64.55619635,218.29447,2.56386573,-3.368064707,-3.493005812,-3.668198903,-922.9427512,-926.435757,-926.6109501
41,184.3913877,5997.677024,1136.986069,758.961359,26899.6381,173.072497,183.365543,-87.89600868,64.73306836,217.4609497,2.58824617,-3.356721707,-3.484137791,-3.657686993,-922.9507584,-926.4348962,-926.6084454
42,184.0750857,5997.005936,1137.01408,759.135551,26904.0129,173.071509,183.354435,-87.59919225,64.26103855,217.9448577,2.58846944,-3.352008908,-3.480228218,-3.652572866,-922.9491731,-926.4294013,-926.601746
43,185.0277863,5996.483498,1137.086687,758.893223,26897.7364,172.999996,183.134528,-87.15517424,64.26811737,217.072368,2.55169129,-3.350739428,-3.480740855,-3.653233694,-922.9486757,-926.4294166,-926.6019094
44,185.0628745,5997.992191,1137.067268,758.800417,26895.6631,173.038262,183.259048,-87.87697545,64.88361945,216.715192,2.56996358,-3.356393086,-3.485485033,-3.659490131,-922.9513357,-926.4368208,-926.6108259
45,185.0184056,5996.488001,1136.692435,758.720678,26896.3409,172.978744,183.106638,-87.74673778,64.71789103,217.5892847,2.53382323,-3.382289444,-3.505649891,-3.683419532,-922.9203891,-926.426039,-926.6038087
46,183.8804866,5995.89812,1137.035126,759.250095,26905.0093,173.070659,183.344303,-87.07982066,63.81103599,218.4204323,2.58909804,-3.33615091,-3.467873125,-3.637431352,-922.9658226,-926.4336957,-926.6032539
47,184.9089313,5998.209252,1137.08036,758.873341,26898.084,173.06485,183.348458,-87.98380975,64.84661861,216.7509407,2.58410244,-3.354698795,-3.483084947,-3.656821899,-922.9507023,-926.4337872,-926.6075242
48,184.5351406,5997.681933,1137.230711,759.00478,26897.187,173.083856,183.383752,-87.59696419,64.66261027,216.9957146,2.59632655,-3.33662384,-3.468889425,-3.63936845,-922.9676991,-926.4365885,-926.6070675
49,184.8129483,5998.215029,1137.248833,758.973922,26900.9584,173.076994,183.365812,-87.76813283,64.38101745,216.6706487,2.59297367,-3.343690498,-3.47482101,-3.646705819,-922.9582108,-926.4330318,-926.6049166
50,184.0898366,5998.215162,1137.044179,759.118308,26905.1842,173.133109,183.545239,-88.20189857,64.47100089,217.704084,2.62049781,-3.346691798,-3.476531571,-3.648715311,-922.9591657,-926.4356973,-926.607881
51,184.5732395,5997.808313,1137.150499,759.031531,26902.1946,173.079039,183.380004,-87.75888257,64.47686979,217.1181289,2.59291613,-3.344887967,-3.475318533,-3.647227138,-922.9614164,-926.4367349,-926.6086435
52,184.7772078,5999.026978,1137.013288,758.83073,26897.1232,173.109682,183.483123,-88.55162975,65.33324432,216.9030482,2.60756305,-3.360688063,-3.487765495,-3.662902259,-922.9418952,-926.4296607,-926.6047974
53,186.2692028,5998.905538,1137.380996,758.607252,26895.2268,172.989348,183.104141,-87.75598224,64.62883496,214.8556688,2.54678313,-3.35379534,-3.484588726,-3.659000031,-922.9465334,-926.4311221,-926.6055334
54,184.8287357,5997.762949,1137.04535,758.928107,26902.5257,173.042924,183.270603,-87.85421105,64.35271273,217.0387489,2.57294055,-3.354956901,-3.483491431,-3.657145735,-922.9528695,-926.436361,-926.6100153
55,186.1108615,6001.244273,1137.451929,758.545048,26891.8228,173.094193,183.429618,-88.84679539,65.69047768,214.3997873,2.60306849,-3.356338817,-3.486609589,-3.662399087,-922.9346937,-926.4213033,-926.5970928
56,183.6538486,5995.38942,1136.640595,759.112684,26902.3859,173.048395,183.293815,-87.39939112,64.23772765,219.1973797,2.57311482,-3.35757848,-3.484099635,-3.657009331,-922.9557321,-926.4398317,-926.6127414
57,184.2903791,5997.429662,1137.010592,759.082601,26903.238,173.092697,183.425657,-87.84198231,64.44352953,217.7843725,2.598981,-3.350213679,-3.479495447,-3.651988068,-922.9546965,-926.434192,-926.6066846
58,184.2231105,5999.045971,1137.175398,759.080761,26901.6276,173.148609,183.580306,-88.33705539,64.80291326,217.0865073,2.63066573,-3.342386271,-3.472946681,-3.644837702,-922.9594558,-926.4324025,-926.6042935
59,184.5874039,5997.004235,1136.910974,758.935138,26899.3608,173.041865,183.271062,-87.68979465,64.48662539,217.619997,2.57127759,-3.356021763,-3.484037879,-3.657705168,-922.9435102,-926.4275481,-926.6012154
60,185.1077919,5994.706401,1136.8837,758.909507,26901.0626,172.922166,182.910884,-86.58640185,63.68514428,217.7614921,2.50744507,-3.361766677,-3.489961589,-3.663555287,-922.9373659,-926.4273275,-926.6009212
61,185.0614875,5998.409315,1137.303552,758.946965,26900.7518,173.06717,183.336961,-87.78573385,64.48758822,216.2701385,2.58773949,-3.344462787,-3.475594427,-3.647789094,-922.9489968,-926.4245912,-926.5967859
62,183.3059658,5996.96076,1136.815721,759.276541,26907.8241,173.154257,183.605961,-88.04686963,64.25027807,219.0745156,2.6322168,-3.351294683,-3.478873848,-3.651077338,-922.9374365,-926.4163103,-926.5885138
63,184.681961,5997.800976,1137.153911,759.069932,26908.2308,173.07479,183.37501,-87.78389726,64.00172831,217.1129788,2.58975872,-3.349038456,-3.479097246,-3.651710215,-922.9446669,-926.4237641,-926.5963771
64,185.6320802,5997.5146,1137.347681,758.885147,26901.6852,172.987924,183.108424,-87.25045502,64.17197442,216.1102645,2.5439117,-3.348496844,-3.479490569,-3.652383669,-922.935894,-926.4153846,-926.5882777
65,185.1578214,5997.99838,1136.873727,758.730307,26898.8851,173.036983,183.274363,-88.17411411,64.72967433,216.8561702,2.56800801,-3.372749257,-3.497711548,-3.67448389,-922.9197907,-926.4175023,-926.5942746
66,185.4394333,5998.913211,1137.303708,758.81971,26899.9566,173.041462,183.267975,-88.00327416,64.67822121,215.8140182,2.57289295,-3.353932117,-3.483304817,-3.657445089,-922.9432362,-926.4265411,-926.6006813
67,184.5361973,5998.137631,1136.796939,758.851398,26898.7948,173.067198,183.367303,-88.39627759,64.90899741,217.4716946,2.58224041,-3.368412091,-3.493252478,-3.669277685,-922.9358267,-926.4290792,-926.6051044
68,184.8495271,5998.15078,1137.278481,758.956881,26899.3849,173.067528,183.340644,-87.75757997,64.64653371,216.6406503,2.58796189,-3.348546525,-3.479524519,-3.652143182,-922.9394151,-926.4189396,-926.5915583
69,183.3095247,5996.646612,1136.864352,759.324308,26907.0426,173.13726,183.551943,-87.74241055,64.28090123,219.0949062,2.62287336,-3.342893635,-3.472371435,-3.643232347,-922.9567655,-926.4291369,-926.5999978
70,184.9634597,5995.624174,1136.929609,758.857881,26897.5021,172.963429,183.03098,-86.94640263,64.15548644,217.3826794,2.53068224,-3.362150086,-3.489491036,-3.663393143,-922.9423876,-926.4318786,-926.6057807
71,184.8969713,5997.797635,1137.260822,758.988572,26901.6665,173.039044,183.249085,-87.52174231,64.32665092,216.6387127,2.57361829,-3.344918417,-3.47572169,-3.647591,-922.9642456,-926.4399673,-926.6118366
72,184.1776911,5998.067582,1137.140839,759.103462,26901.2901,173.110759,183.46702,-87.94173496,64.64148936,217.4492251,2.61002546,-3.343765711,-3.474194702,-3.645748034,-922.9583055,-926.4325002,-926.6040535
73,184.1707829,5998.790387,1137.165652,759.114391,26904.9433,173.152326,183.602666,-88.35483052,64.46098117,217.3922514,2.63126037,-3.344079563,-3.474801247,-3.646808562,-922.9484609,-926.4232621,-926.5952695
74,184.947068,5997.587812,1137.083136,758.908082,26901.78,173.025889,183.231952,-87.72906554,64.37364381,216.9306546,2.56190269,-3.353135593,-3.482483179,-3.65584167,-922.9526733,-926.4351564,-926.6085149
75,184.6457957,5996.38374,1136.899786,758.917787,26898.3293,172.990178,183.120109,-87.35869325,64.55372148,217.6503869,2.54293099,-3.363613995,-3.490154188,-3.66446515,-922.9410384,-926.4311925,-926.6055035
76,185.0509427,5998.114266,1137.078789,758.875366,26899.2924,173.046127,183.283836,-87.94624183,64.74211235,216.7168132,2.57472512,-3.355500086,-3.484349076,-3.658302172,-922.9429579,-926.427307,-926.6012601
77,184.3283463,5997.707288,1137.079197,759.043131,26901.3959,173.09046,183.41275,-87.84912641,64.54563329,217.4955338,2.59848658,-3.347129319,-3.47706243,-3.649201934,-922.9543753,-926.4314378,-926.6035773
78,185.3304251,5999.355617,1137.201928,758.771965,26897.9207,173.066794,183.348902,-88.36126619,65.0208155,216.0349269,2.5849828,-3.357736202,-3.486873003,-3.661789185,-922.9390717,-926.4259447,-926.6008609
79,185.1616523,5998.018324,1137.157663,758.869374,26902.0286,173.041522,183.270525,-87.81521265,64.31481964,216.6091612,2.57193942,-3.35316413,-3.482216357,-3.655838929,-922.9424853,-926.4247016,-926.5983242
80,184.9741075,5997.665544,1137.083445,758.869748,26898.5346,173.03529,183.258639,-87.78302336,64.59699878,216.9936236,2.56680516,-3.358984981,-3.486977939,-3.661484712,-922.9215438,-926.4085218,-926.5830285
81,184.8714921,5997.760294,1137.150452,758.93729,26899.8467,173.059629,183.320559,-87.70184227,64.59110382,216.9193966,2.58251478,-3.34796086,-3.478877005,-3.651375809,-922.9510267,-926.4299037,-926.6024025
82,185.2928358,5997.625186,1137.158098,758.843485,26899.1881,173.015332,183.192696,-87.56937971,64.41348758,216.4732529,2.55795435,-3.350407371,-3.480701801,-3.653731137,-922.9551139,-926.4358157,-926.608845
83,185.0759604,5996.635325,1136.835951,758.766886,26896.2814,172.990806,183.126028,-87.58653801,64.58272162,217.3346917,2.54324348,-3.365991174,-3.492414204,-3.667641077,-922.9356001,-926.4280143,-926.6032412
84,183.6180544,5997.37871,1137.033044,759.353695,26913.8535,173.142076,183.5674,-87.92671226,63.72773119,218.5810685,2.62590905,-3.343359319,-3.473147903,-3.644416547,-922.9422851,-926.415433,-926.5867017
85,184.0722948,5998.144014,1137.177444,759.163463,26903.1345,173.127049,183.518144,-87.94820062,64.75072379,217.494475,2.61962421,-3.34373763,-3.474385003,-3.646013416,-922.9430231,-926.4174081,-926.5890366
86,184.9419791,5999.434683,1137.197348,758.897862,26901.014,173.11773,183.512892,-88.54419316,64.83495179,216.5004839,2.61159199,-3.349050644,-3.479292771,-3.652915069,-922.9483055,-926.4275983,-926.6012206
87,184.9562012,5997.171047,1137.139953,758.966713,26901.6665,173.018264,183.190817,-87.36908934,64.18312729,216.8784824,2.56047688,-3.346170917,-3.477377742,-3.649402889,-922.9614794,-926.4388571,-926.6108823
88,184.3283221,5996.825396,1136.906847,759.053508,26906.6428,173.050512,183.297445,-87.69254761,63.98506007,217.9395628,2.57550897,-3.357071614,-3.485047067,-3.658425885,-922.9478011,-926.4328481,-926.606227
89,185.0041879,5997.796304,1137.232842,758.874198,26895.796,173.045571,183.273912,-87.5896178,64.72187854,216.5465716,2.57582509,-3.346286563,-3.476904637,-3.649365774,-922.9490387,-926.4259433,-926.5984044
90,184.3587948,5997.441107,1137.237564,759.182322,26906.1065,173.082499,183.379709,-87.52581637,64.16951891,217.4029609,2.59582857,-3.339838428,-3.471114491,-3.641890138,-922.9529597,-926.4240742,-926.5948498
91,185.3995108,5998.091098,1137.316599,758.794447,26894.7437,173.004802,183.154477,-87.50811194,64.79826902,215.8929078,2.55349155,-3.349472367,-3.479630369,-3.652648717,-922.95057,-926.4302004,-926.6032187
92,184.9212838,5997.151497,1137.029587,758.928778,26900.8147,173.015301,183.190414,-87.50856345,64.32819305,217.0710239,2.55702809,-3.351073719,-3.482057489,-3.654652246,-922.9614018,-926.4434593,-926.6160541
93,183.2561016,5995.823913,1136.702711,759.337397,26912.2894,173.099857,183.45119,-87.66884277,63.68610462,219.5293708,2.59957029,-3.35204845,-3.47991336,-3.651798311,-922.9518474,-926.4317608,-926.6036457
94,184.5944398,5996.274052,1137.05048,759.057042,26904.5211,173.011919,183.179812,-87.1865697,63.79763316,217.7033171,2.55575829,-3.352046908,-3.481043088,-3.653528857,-922.9430412,-926.4240843,-926.59657
95,184.5426492,5997.539855,1137.020582,759.010474,26902.6805,173.052562,183.307312,-87.83706209,64.61154011,217.3406844,2.57753186,-3.357985018,-3.485542466,-3.659458376,-922.9385013,-926.4240437,-926.5979597
96,183.9071388,5997.31187,1137.107023,759.223201,26905.676,173.124875,183.50798,-87.71455219,64.18817216,218.0285485,2.61855556,-3.338658991,-3.469730618,-3.640336512,-922.9524053,-926.4221359,-926.5927418
97,184.9305844,5998.772583,1137.087538,758.835359,26898.4935,173.068468,183.354012,-88.30238399,64.99093205,216.7109587,2.58565397,-3.361624588,-3.489574671,-3.664767731,-922.9220308,-926.4116055,-926.5867985
98,185.0175544,5996.249309,1136.994573,758.95351,26904.5688,172.976551,183.077396,-87.16028473,63.82836981,217.2710345,2.53631388,-3.355687909,-3.484776584,-3.658041517,-922.9525947,-926.4373712,-926.6106362
99,184.309138,5996.921492,1136.908692,758.944457,26896.837,173.06187,183.335177,-87.6408083,64.56767016,217.7754407,2.58175542,-3.353257877,-3.482004499,-3.654727064,-922.9586687,-926.4406732,-926.6133958
100,184.9955756,5995.471941,1137.057652,759.011634,26903.5143,172.961724,183.016725,-86.71401023,63.55812571,217.4231682,2.53072855,-3.346360074,-3.477595719,-3.64911554,-922.9545278,-926.4321236,-926.6036434
101,184.5044475,5997.159025,1137.066681,758.969981,26897.5527,173.056741,183.314135,-87.55013212,64.64862601,217.4270402,2.58013754,-3.348268549,-3.478129311,-3.65035075,-922.9597643,-926.4378936,-926.6101151
102,184.2866649,5996.006246,1136.798478,759.012493,26901.8605,173.034471,183.245502,-87.36393862,63.61821846,218.1054515,2.56855636,-3.355187678,-3.482860338,-3.655620059,-922.9591037,-926.4419641,-926.6147238
103,185.4264141,6000.698384,1137.545119,758.863831,26899.5934,173.111003,183.478028,-88.51809422,65.29229557,215.1188582,2.61144375,-3.347740524,-3.478651756,-3.652340461,-922.9370664,-926.4157181,-926.5894068
104,184.9857069,5997.741132,1136.931291,758.775087,26895.7929,173.040929,183.274879,-87.96071279,64.92355985,217.0044542,2.57084876,-3.362325454,-3.489338358,-3.664344291,-922.9340884,-926.4234268,-926.5984327
105,184.2763298,5998.025107,1136.948037,758.960365,26898.847,173.095409,183.430702,-88.13976711,64.91230942,217.5827176,2.60044186,-3.355404634,-3.483031296,-3.656687811,-922.9467389,-926.4297702,-926.6034267
106,184.8635196,5997.052709,1137.155212,759.005613,26902.8459,173.022028,183.201946,-87.32711159,64.15358936,217.046665,2.56275348,-3.348669494,-3.47895485,-3.65109267,-922.9532035,-926.4321584,-926.6042962
107,184.8859691,5998.882472,1137.290693,758.937161,26898.6456,173.092978,183.414592,-88.02895445,64.93838241,216.3805064,2.60167839,-3.34265303,-3.47439812,-3.646561917,-922.952737,-926.4271352,-926.599299
108,184.497363,5997.384493,1136.987868,758.966075,26899.7397,173.066561,183.354785,-87.81566521,64.53452112,217.5312706,2.58393067,-3.352306122,-3.481656864,-3.654627137,-922.9547252,-926.4363821,-926.6093524
109,183.8666943,5997.38578,1137.256301,759.31092,26908.4121,173.127143,183.501877,-87.49070541,63.87744578,217.7712563,2.62167255,-3.329839292,-3.462678059,-3.631664585,-922.9558369,-926.418515,-926.5875015
110,185.7619659,6000.023498,1137.235278,758.645125,26896.6426,173.061593,183.365626,-88.64822759,65.27049843,215.4347641,2.58046627,-3.367177172,-3.494180516,-3.671079468,-922.9222493,-926.4164299,-926.5933288
111,183.7421776,5995.8389,1136.781616,759.221624,26907.1733,173.073676,183.371401,-87.49801156,64.01835752,219.0500235,2.58737793,-3.350279652,-3.478717415,-3.650748663,-922.9459002,-926.4246177,-926.5966489
112,184.1186925,5996.687056,1136.998075,759.117997,26902.0571,173.071239,183.357369,-87.50592539,64.28814861,218.0465061,2.58735882,-3.348038036,-3.477315156,-3.649170863,-922.9506689,-926.4279841,-926.5998398
113,184.3214805,5996.050677,1136.823561,759.059967,26906.4627,173.029641,183.242787,-87.422963,63.9757987,218.3400037,2.56299338,-3.360999067,-3.487927894,-3.661751939,-922.935317,-926.4232449,-926.597069
114,185.423791,5997.855556,1137.266262,758.927249,26905.9242,173.000172,183.143542,-87.51853699,64.02521117,216.171247,2.55054072,-3.352513428,-3.482458791,-3.655808491,-922.9534531,-926.4359119,-926.6092616
115,185.9634479,5998.797601,1137.269075,758.78663,26907.2063,173.012586,183.185235,-87.98380535,64.06910265,215.6965921,2.55641826,-3.356268918,-3.486109455,-3.660909389,-922.9396845,-926.4257939,-926.6005939
116,185.3005661,5997.819832,1137.238159,758.914208,26901.7015,173.015903,183.190931,-87.5857503,64.30801463,216.4011225,2.55880978,-3.348503341,-3.479430094,-3.652209026,-922.9591884,-926.4386185,-926.6113974
117,184.6553586,5997.494207,1136.893131,758.933966,26902.5843,173.05399,183.32256,-87.97627834,64.48311409,217.5587482,2.57643947,-3.360723681,-3.487985673,-3.662354562,-922.9495137,-926.4374993,-926.6118682
118,183.782585,5995.161998,1136.544193,759.047474,26901.1956,173.024242,183.239758,-87.47692584,64.29660946,219.3814104,2.55790705,-3.371885744,-3.495433723,-3.670376322,-922.9373948,-926.4328285,-926.6077711
119,185.6033864,5998.273435,1137.472987,758.867518,26898.8324,173.02201,183.199249,-87.4082382,64.41395431,215.5877539,2.56445271,-3.344093444,-3.476162176,-3.648290582,-922.9413537,-926.4175159,-926.5896443
120,183.8312064,5997.627463,1136.936338,759.194894,26905.3828,173.1315,183.539448,-88.09515426,64.5221397,218.3678635,2.61935344,-3.348557071,-3.477369532,-3.649671329,-922.9482671,-926.4256366,-926.5979384
121,185.5524378,5999.910591,1137.345409,758.841569,26905.2193,173.087181,183.402498,-88.43784876,64.58251155,215.501334,2.59850583,-3.349803619,-3.480772471,-3.654863314,-922.943083,-926.4238554,-926.5979463
122,184.8748342,5998.422353,1137.189187,758.940812,26900.237,173.080286,183.386851,-87.98876493,64.73143934,216.6727494,2.59327565,-3.350117369,-3.480426771,-3.653536442,-922.9419242,-926.4223509,-926.5954606
123,183.1843114,5995.788699,1136.515955,759.206241,26903.9437,173.102403,183.463587,-87.79497377,64.4137186,219.6798698,2.60224694,-3.363487939,-3.487532696,-3.661061328,-922.95884,-926.4463727,-926.6199013
124,183.5474053,5996.362988,1136.906261,759.276653,26905.8485,173.094501,183.425113,-87.54895666,64.12707271,218.8023499,2.59971701,-3.347601233,-3.47640464,-3.647711048,-922.9569707,-926.4333753,-926.6046817
125,182.823956,5993.862644,1136.358706,759.2817,26904.6952,173.079699,183.398558,-87.19704413,63.94163047,220.8197193,2.58934174,-3.362499291,-3.486549125,-3.659452218,-922.9334131,-926.4199623,-926.5928654
126,184.5206249,5995.386762,1136.815841,759.019589,26902.9484,172.976711,183.083449,-87.07230383,63.72218322,218.2029172,2.5346309,-3.35864508,-3.486144733,-3.659407963,-922.9472358,-926.4333805,-926.6066437
127,184.7812287,5998.131608,1137.278205,759.001594,26900.5706,173.076425,183.381968,-87.74939452,64.59631606,216.7977455,2.5907498,-3.343856172,-3.475102135,-3.647156926,-922.9413779,-926.4164801,-926.5885349
128,183.5958281,5994.315653,1136.561421,759.176022,26905.2023,173.029943,183.24919,-87.08886507,63.74490678,219.8249947,2.56220602,-3.364446164,-3.489997668,-3.663503362,-922.9312408,-926.4212385,-926.5947442
129,184.8608482,5997.628445,1137.11238,758.903185,26898.3066,173.051059,183.293045,-87.73078516,64.59988393,217.0154533,2.57738588,-3.350890893,-3.480844954,-3.653899099,-922.9432324,-926.4240773,-926.5971315
130,185.5363114,5997.363485,1137.240768,758.856931,26902.4194,172.993103,183.117719,-87.28941614,63.9599348,216.1380213,2.54793113,-3.352225889,-3.482900183,-3.65599957,-922.9394924,-926.4223926,-926.595492
